split,policy,attack_scope,configuration,method,model,events,attacker_victim_pairs,attacker_score_higher,equal_scores,pairwise_superiority_rate,events_all_attackers_above_victim,event_superiority_rate,median_score_margin,mean_score_margin
treino_2024_pos_dencun,sensitivity,displacement,c_completa,IF,IF:c_completa,1436,1436,485,4,0.33774373259052926,485,0.33774373259052926,-0.0017659515142440796,-0.0018529196303534972
treino_2024_pos_dencun,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,622,1203,804,0,0.6683291770573566,376,0.6045016077170418,0.013990737497806549,0.012812546070383325
treino_2024_pos_dencun,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,581,1162,804,0,0.6919104991394148,376,0.6471600688468159,0.015020625665783882,0.015663252345153263
treino_2024_pos_dencun,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,41,41,0,0,0.0,0,0.0,-0.061986543238162994,-0.06798064152187691
treino_2024_pos_dencun,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,2017,2598,1338,0,0.5150115473441108,910,0.451165096678235,0.00010837242007255554,0.005656421718311663
treino_2024_pos_dencun,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,581,1162,804,0,0.6919104991394148,376,0.6471600688468159,0.015020625665783882,0.015663252345153263
treino_2024_pos_dencun,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1436,1436,534,0,0.37186629526462395,534,0.37186629526462395,-0.000787295401096344,-0.0024410275772245066
treino_2024_pos_dencun,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,622,1203,1057,0,0.8786367414796342,517,0.8311897106109325,0.033855944871902466,0.02932098832411857
treino_2024_pos_dencun,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,581,1162,1057,0,0.9096385542168675,517,0.8898450946643718,0.03453022241592407,0.033813587898026236
treino_2024_pos_dencun,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,41,41,0,0,0.0,0,0.0,-0.09551310539245605,-0.0980058581363864
treino_2024_pos_dencun,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,2017,2598,1523,2,0.5862201693610469,983,0.4873574615765989,0.0017272979021072388,0.0125437259123452
treino_2024_pos_dencun,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,581,1162,1057,0,0.9096385542168675,517,0.8898450946643718,0.03453022241592407,0.033813587898026236
treino_2024_pos_dencun,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1436,1436,466,2,0.3245125348189415,466,0.3245125348189415,-0.0015411376953125,-0.004667680513393912
treino_2024_pos_dencun,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,622,1203,633,0,0.5261845386533666,286,0.45980707395498394,0.0027857497334480286,0.0008034311228757685
treino_2024_pos_dencun,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,581,1162,633,0,0.544750430292599,286,0.49225473321858865,0.004558037966489792,0.003216564461345209
treino_2024_pos_dencun,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,41,41,0,0,0.0,0,0.0,-0.05521555244922638,-0.06758829910398984
treino_2024_pos_dencun,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,2017,2598,1134,0,0.43648960739030024,787,0.39018344075359446,-0.0007000714540481567,5.1779238029660584e-05
treino_2024_pos_dencun,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,581,1162,633,0,0.544750430292599,286,0.49225473321858865,0.004558037966489792,0.003216564461345209
treino_2024_pos_dencun,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1436,1436,501,0,0.3488857938718663,501,0.3488857938718663,-0.0010381154716014862,-0.0025091402811156507
treino_2024_pos_dencun,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,622,1203,1027,0,0.8536990856192851,498,0.8006430868167203,0.03265640139579773,0.02838226766360371
treino_2024_pos_dencun,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,581,1162,1027,0,0.8838209982788297,498,0.8571428571428571,0.03354176878929138,0.032298498535320394
treino_2024_pos_dencun,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,41,41,0,0,0.0,0,0.0,-0.08004850149154663,-0.0826094463104155
treino_2024_pos_dencun,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,2017,2598,1520,3,0.5850654349499615,991,0.49132374814080315,0.0015833079814910889,0.012163751934288647
treino_2024_pos_dencun,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,581,1162,1027,0,0.8838209982788297,498,0.8571428571428571,0.03354176878929138,0.032298498535320394
treino_2024_pos_dencun,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1436,1436,493,3,0.34331476323119775,493,0.34331476323119775,-0.0015837401151657104,-0.004129127975459883
validacao_2025_pre_pectra,strict,all,a_completa,AE,AE:a_completa,349,686,349,0,0.5087463556851312,141,0.4040114613180516,0.0005419626832008362,-0.003588885702559339
validacao_2025_pre_pectra,strict,insertion,a_completa,AE,AE:a_completa,337,674,349,0,0.5178041543026706,141,0.41839762611275966,0.001142255961894989,-0.00223216069730977
validacao_2025_pre_pectra,strict,displacement,a_completa,AE,AE:a_completa,12,12,0,0,0.0,0,0.0,-0.07467358559370041,-0.07979160683074345
validacao_2025_pre_pectra,sensitivity,all,a_completa,AE,AE:a_completa,500,837,437,0,0.5221027479091995,229,0.458,0.0005522109568119049,-0.002931220027458995
validacao_2025_pre_pectra,sensitivity,insertion,a_completa,AE,AE:a_completa,337,674,349,0,0.5178041543026706,141,0.41839762611275966,0.001142255961894989,-0.00223216069730977
validacao_2025_pre_pectra,sensitivity,displacement,a_completa,AE,AE:a_completa,163,163,88,0,0.5398773006134969,88,0.5398773006134969,0.00014482438564300537,-0.005821808914088307
validacao_2025_pre_pectra,strict,all,a_completa,IF,IF:a_completa,349,686,501,0,0.7303206997084548,176,0.504297994269341,0.05435466766357422,0.04872198159597358
validacao_2025_pre_pectra,strict,insertion,a_completa,IF,IF:a_completa,337,674,501,0,0.7433234421364985,176,0.5222551928783383,0.05733202397823334,0.0514429301819391
validacao_2025_pre_pectra,strict,displacement,a_completa,IF,IF:a_completa,12,12,0,0,0.0,0,0.0,-0.10892170667648315,-0.10410463064908981
validacao_2025_pre_pectra,sensitivity,all,a_completa,IF,IF:a_completa,500,837,550,1,0.6571087216248507,225,0.45,0.030188322067260742,0.039527791482146066
validacao_2025_pre_pectra,sensitivity,insertion,a_completa,IF,IF:a_completa,337,674,501,0,0.7433234421364985,176,0.5222551928783383,0.05733202397823334,0.0514429301819391
validacao_2025_pre_pectra,sensitivity,displacement,a_completa,IF,IF:a_completa,163,163,49,1,0.3006134969325153,49,0.3006134969325153,-0.0038828253746032715,-0.009740941546445975
validacao_2025_pre_pectra,strict,all,b_completa,AE,AE:b_completa,349,686,339,0,0.49416909620991256,123,0.3524355300859599,-0.0008506178855895996,0.0012875227827806861
validacao_2025_pre_pectra,strict,insertion,b_completa,AE,AE:b_completa,337,674,338,0,0.5014836795252225,122,0.3620178041543027,9.95732843875885e-05,0.002191505751376336
validacao_2025_pre_pectra,strict,displacement,b_completa,AE,AE:b_completa,12,12,1,0,0.08333333333333333,1,0.08333333333333333,-0.04439139366149902,-0.049486187286674976
validacao_2025_pre_pectra,sensitivity,all,b_completa,AE,AE:b_completa,500,837,431,0,0.5149342891278376,215,0.43,0.00032494962215423584,0.0012016748183873106
validacao_2025_pre_pectra,sensitivity,insertion,b_completa,AE,AE:b_completa,337,674,338,0,0.5014836795252225,122,0.3620178041543027,9.95732843875885e-05,0.002191505751376336
validacao_2025_pre_pectra,sensitivity,displacement,b_completa,AE,AE:b_completa,163,163,93,0,0.5705521472392638,93,0.5705521472392638,0.000490725040435791,-0.002891245726610254
validacao_2025_pre_pectra,strict,all,b_completa,IF,IF:b_completa,349,686,566,0,0.8250728862973761,231,0.66189111747851,0.047951504588127136,0.04486941474519735
validacao_2025_pre_pectra,strict,insertion,b_completa,IF,IF:b_completa,337,674,566,0,0.8397626112759644,231,0.685459940652819,0.049476027488708496,0.04715060648295575
validacao_2025_pre_pectra,strict,displacement,b_completa,IF,IF:b_completa,12,12,0,0,0.0,0,0.0,-0.08608010411262512,-0.08325752119223277
validacao_2025_pre_pectra,sensitivity,all,b_completa,IF,IF:b_completa,500,837,608,0,0.7264038231780168,273,0.546,0.03460150957107544,0.036504348546373376
validacao_2025_pre_pectra,sensitivity,insertion,b_completa,IF,IF:b_completa,337,674,566,0,0.8397626112759644,231,0.685459940652819,0.049476027488708496,0.04715060648295575
validacao_2025_pre_pectra,sensitivity,displacement,b_completa,IF,IF:b_completa,163,163,42,0,0.25766871165644173,42,0.25766871165644173,-0.002347886562347412,-0.007517601449065413
validacao_2025_pre_pectra,strict,all,c_completa,AE,AE:c_completa,349,686,347,0,0.5058309037900874,120,0.3438395415472779,0.0004650093615055084,0.001247032819744797
validacao_2025_pre_pectra,strict,insertion,c_completa,AE,AE:c_completa,337,674,347,0,0.5148367952522255,120,0.3560830860534125,0.0015341490507125854,0.002406371591574007
validacao_2025_pre_pectra,strict,displacement,c_completa,AE,AE:c_completa,12,12,0,0,0.0,0,0.0,-0.05442219600081444,-0.06386916153132915
validacao_2025_pre_pectra,sensitivity,all,c_completa,AE,AE:c_completa,500,837,383,0,0.45758661887694146,156,0.312,-0.003460437059402466,-0.0011706360601324904
validacao_2025_pre_pectra,sensitivity,insertion,c_completa,AE,AE:c_completa,337,674,347,0,0.5148367952522255,120,0.3560830860534125,0.0015341490507125854,0.002406371591574007
validacao_2025_pre_pectra,sensitivity,displacement,c_completa,AE,AE:c_completa,163,163,36,0,0.22085889570552147,36,0.22085889570552147,-0.010350197553634644,-0.01596145297577776
validacao_2025_pre_pectra,strict,all,c_completa,IF,IF:c_completa,349,686,572,0,0.8338192419825073,238,0.6819484240687679,0.050793036818504333,0.04622427471872669
validacao_2025_pre_pectra,strict,insertion,c_completa,IF,IF:c_completa,337,674,572,0,0.8486646884272997,238,0.7062314540059347,0.05222471058368683,0.048308755727125556
validacao_2025_pre_pectra,strict,displacement,c_completa,IF,IF:c_completa,12,12,0,0,0.0,0,0.0,-0.06849586963653564,-0.0708540752530098
validacao_2025_pre_pectra,sensitivity,all,c_completa,IF,IF:c_completa,500,837,624,2,0.7455197132616488,290,0.58,0.03468048572540283,0.037792169243061696
validacao_2025_pre_pectra,sensitivity,insertion,c_completa,IF,IF:c_completa,337,674,572,0,0.8486646884272997,238,0.7062314540059347,0.05222471058368683,0.048308755727125556
validacao_2025_pre_pectra,sensitivity,displacement,c_completa,IF,IF:c_completa,163,163,52,2,0.31901840490797545,52,0.31901840490797545,-0.002291738986968994,-0.005693593273864934
validacao_2025_pre_pectra,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,349,686,488,0,0.7113702623906706,229,0.6561604584527221,0.020323574542999268,0.019788596616194476
validacao_2025_pre_pectra,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,337,674,487,0,0.7225519287833828,228,0.6765578635014837,0.021051887422800064,0.02128126318580319
validacao_2025_pre_pectra,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,12,12,1,0,0.08333333333333333,1,0.08333333333333333,-0.06616144813597202,-0.06404950904349486
validacao_2025_pre_pectra,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,500,837,544,0,0.6499402628434886,285,0.57,0.010359182953834534,0.016096548999580716
validacao_2025_pre_pectra,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,337,674,487,0,0.7225519287833828,228,0.6765578635014837,0.021051887422800064,0.02128126318580319
validacao_2025_pre_pectra,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,163,163,57,0,0.3496932515337423,57,0.3496932515337423,-0.0008984208106994629,-0.005342085120136753
validacao_2025_pre_pectra,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,349,686,589,0,0.858600583090379,285,0.8166189111747851,0.032284215092659,0.029090581977680195
validacao_2025_pre_pectra,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,337,674,589,0,0.8738872403560831,285,0.8456973293768546,0.03302943706512451,0.031211130343134396
validacao_2025_pre_pectra,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,12,12,0,0,0.0,0,0.0,-0.09291557967662811,-0.09001355121533076
validacao_2025_pre_pectra,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,500,837,639,0,0.7634408602150538,335,0.67,0.025817185640335083,0.023641428390569014
validacao_2025_pre_pectra,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,337,674,589,0,0.8738872403560831,285,0.8456973293768546,0.03302943706512451,0.031211130343134396
validacao_2025_pre_pectra,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,163,163,50,0,0.3067484662576687,50,0.3067484662576687,-0.0018075406551361084,-0.00765905698384244
validacao_2025_pre_pectra,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,349,686,390,0,0.5685131195335277,176,0.504297994269341,0.009741481393575668,0.006260611350395589
validacao_2025_pre_pectra,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,337,674,390,0,0.5786350148367952,176,0.5222551928783383,0.010635115206241608,0.007641554647056214
validacao_2025_pre_pectra,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,12,12,0,0,0.0,0,0.0,-0.05969293788075447,-0.07130237047870953
validacao_2025_pre_pectra,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,500,837,454,0,0.5424133811230586,240,0.48,0.0019928589463233948,0.005152715114140026
validacao_2025_pre_pectra,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,337,674,390,0,0.5786350148367952,176,0.5222551928783383,0.010635115206241608,0.007641554647056214
validacao_2025_pre_pectra,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,163,163,64,0,0.39263803680981596,64,0.39263803680981596,-0.0008758679032325745,-0.005138560009697464
validacao_2025_pre_pectra,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,349,686,561,0,0.8177842565597667,270,0.7736389684813754,0.03172333538532257,0.028505811060482836
validacao_2025_pre_pectra,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,337,674,561,0,0.8323442136498517,270,0.8011869436201781,0.03307287395000458,0.03039675261217338
validacao_2025_pre_pectra,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,12,12,0,0,0.0,0,0.0,-0.08200867474079132,-0.07770207275946935
validacao_2025_pre_pectra,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,500,837,618,0,0.7383512544802867,327,0.654,0.02328142523765564,0.023180007222447913
validacao_2025_pre_pectra,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,337,674,561,0,0.8323442136498517,270,0.8011869436201781,0.03307287395000458,0.03039675261217338
validacao_2025_pre_pectra,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,163,163,57,0,0.3496932515337423,57,0.3496932515337423,-0.001084446907043457,-0.006661013591508924
transicao_pectra_2025,strict,all,a_completa,AE,AE:a_completa,70,139,73,0,0.5251798561151079,29,0.4142857142857143,0.0021331757307052612,0.0006672580451738062
transicao_pectra_2025,strict,insertion,a_completa,AE,AE:a_completa,69,138,73,0,0.5289855072463768,29,0.42028985507246375,0.0022625261917710304,0.0010573725971946683
transicao_pectra_2025,strict,displacement,a_completa,AE,AE:a_completa,1,1,0,0,0.0,0,0.0,-0.05316855013370514,-0.05316855013370514
transicao_pectra_2025,sensitivity,all,a_completa,AE,AE:a_completa,168,237,143,0,0.6033755274261603,99,0.5892857142857143,0.0013463255017995834,0.0007596293342484452
transicao_pectra_2025,sensitivity,insertion,a_completa,AE,AE:a_completa,69,138,73,0,0.5289855072463768,29,0.42028985507246375,0.0022625261917710304,0.0010573725971946683
transicao_pectra_2025,sensitivity,displacement,a_completa,AE,AE:a_completa,99,99,70,0,0.7070707070707071,70,0.7070707070707071,0.001169458031654358,0.00034459327074764953
transicao_pectra_2025,strict,all,a_completa,IF,IF:a_completa,70,139,100,0,0.7194244604316546,35,0.5,0.05529886484146118,0.046856062446566794
transicao_pectra_2025,strict,insertion,a_completa,IF,IF:a_completa,69,138,100,0,0.7246376811594203,35,0.5072463768115942,0.05566348135471344,0.04795103617336439
transicao_pectra_2025,strict,displacement,a_completa,IF,IF:a_completa,1,1,0,0,0.0,0,0.0,-0.10425031185150146,-0.10425031185150146
transicao_pectra_2025,sensitivity,all,a_completa,IF,IF:a_completa,168,237,132,1,0.5569620253164557,67,0.39880952380952384,0.0025491416454315186,0.02715481421615504
transicao_pectra_2025,sensitivity,insertion,a_completa,IF,IF:a_completa,69,138,100,0,0.7246376811594203,35,0.5072463768115942,0.05566348135471344,0.04795103617336439
transicao_pectra_2025,sensitivity,displacement,a_completa,IF,IF:a_completa,99,99,32,1,0.32323232323232326,32,0.32323232323232326,-0.003623485565185547,-0.0018338588151064787
transicao_pectra_2025,strict,all,b_completa,AE,AE:b_completa,70,139,72,0,0.5179856115107914,25,0.35714285714285715,0.003536909818649292,-0.002918247589104467
transicao_pectra_2025,strict,insertion,b_completa,AE,AE:b_completa,69,138,72,0,0.5217391304347826,25,0.36231884057971014,0.003799915313720703,-0.0025160272700199184
transicao_pectra_2025,strict,displacement,b_completa,AE,AE:b_completa,1,1,0,0,0.0,0,0.0,-0.05842465162277222,-0.05842465162277222
transicao_pectra_2025,sensitivity,all,b_completa,AE,AE:b_completa,168,237,128,0,0.540084388185654,81,0.48214285714285715,0.0007628947496414185,-0.0018504575083527384
transicao_pectra_2025,sensitivity,insertion,b_completa,AE,AE:b_completa,69,138,72,0,0.5217391304347826,25,0.36231884057971014,0.003799915313720703,-0.0025160272700199184
transicao_pectra_2025,sensitivity,displacement,b_completa,AE,AE:b_completa,99,99,56,0,0.5656565656565656,56,0.5656565656565656,0.0006027519702911377,-0.0009226935981500029
transicao_pectra_2025,strict,all,b_completa,IF,IF:b_completa,70,139,118,0,0.8489208633093526,50,0.7142857142857143,0.045791447162628174,0.042618781328201294
transicao_pectra_2025,strict,insertion,b_completa,IF,IF:b_completa,69,138,118,0,0.855072463768116,50,0.7246376811594203,0.04594740271568298,0.043526552509570465
transicao_pectra_2025,strict,displacement,b_completa,IF,IF:b_completa,1,1,0,0,0.0,0,0.0,-0.08265364170074463,-0.08265364170074463
transicao_pectra_2025,sensitivity,all,b_completa,IF,IF:b_completa,168,237,152,0,0.6413502109704642,84,0.5,0.007413387298583984,0.024985664378741623
transicao_pectra_2025,sensitivity,insertion,b_completa,IF,IF:b_completa,69,138,118,0,0.855072463768116,50,0.7246376811594203,0.04594740271568298,0.043526552509570465
transicao_pectra_2025,sensitivity,displacement,b_completa,IF,IF:b_completa,99,99,34,0,0.3434343434343434,34,0.3434343434343434,-0.0015688538551330566,-0.0008592099854440401
transicao_pectra_2025,strict,all,c_completa,AE,AE:c_completa,70,139,60,0,0.4316546762589928,23,0.32857142857142857,-0.006907403469085693,-0.0047278264872461775
transicao_pectra_2025,strict,insertion,c_completa,AE,AE:c_completa,69,138,60,0,0.43478260869565216,23,0.3333333333333333,-0.006780952215194702,-0.003986465002315632
transicao_pectra_2025,strict,displacement,c_completa,AE,AE:c_completa,1,1,0,0,0.0,0,0.0,-0.10703571140766144,-0.10703571140766144
transicao_pectra_2025,sensitivity,all,c_completa,AE,AE:c_completa,168,237,86,0,0.3628691983122363,49,0.2916666666666667,-0.0057468414306640625,-0.007152680999241801
transicao_pectra_2025,sensitivity,insertion,c_completa,AE,AE:c_completa,69,138,60,0,0.43478260869565216,23,0.3333333333333333,-0.006780952215194702,-0.003986465002315632
transicao_pectra_2025,sensitivity,displacement,c_completa,AE,AE:c_completa,99,99,26,0,0.26262626262626265,26,0.26262626262626265,-0.0046115443110466,-0.011566194207078278
transicao_pectra_2025,strict,all,c_completa,IF,IF:c_completa,70,139,118,0,0.8489208633093526,51,0.7285714285714285,0.04594230651855469,0.04299114891093412
transicao_pectra_2025,strict,insertion,c_completa,IF,IF:c_completa,69,138,118,0,0.855072463768116,51,0.7391304347826086,0.04620097577571869,0.04389587865359541
transicao_pectra_2025,strict,displacement,c_completa,IF,IF:c_completa,1,1,0,0,0.0,0,0.0,-0.08186155557632446,-0.08186155557632446
transicao_pectra_2025,sensitivity,all,c_completa,IF,IF:c_completa,168,237,157,0,0.6624472573839663,90,0.5357142857142857,0.008229583501815796,0.025561057817080856
transicao_pectra_2025,sensitivity,insertion,c_completa,IF,IF:c_completa,69,138,118,0,0.855072463768116,51,0.7391304347826086,0.04620097577571869,0.04389587865359541
transicao_pectra_2025,sensitivity,displacement,c_completa,IF,IF:c_completa,99,99,39,0,0.3939393939393939,39,0.3939393939393939,-0.0014300942420959473,3.4287722423823193e-06
transicao_pectra_2025,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,70,139,99,0,0.7122302158273381,46,0.6571428571428571,0.017143987119197845,0.013746060310400647
transicao_pectra_2025,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,69,138,99,0,0.717391304347826,46,0.6666666666666666,0.017196089029312134,0.014295920068263144
transicao_pectra_2025,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1,1,0,0,0.0,0,0.0,-0.06213458627462387,-0.06213458627462387
transicao_pectra_2025,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,168,237,135,0,0.569620253164557,82,0.4880952380952381,0.0016535520553588867,0.00806330432840289
transicao_pectra_2025,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,69,138,99,0,0.717391304347826,46,0.6666666666666666,0.017196089029312134,0.014295920068263144
transicao_pectra_2025,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,99,99,36,0,0.36363636363636365,36,0.36363636363636365,-0.0006388574838638306,-0.0006245842786750408
transicao_pectra_2025,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,70,139,114,0,0.8201438848920863,56,0.8,0.02858257293701172,0.029420322651485746
transicao_pectra_2025,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,69,138,114,0,0.8260869565217391,56,0.8115942028985508,0.028734207153320312,0.03030914068222046
transicao_pectra_2025,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1,1,0,0,0.0,0,0.0,-0.09323656558990479,-0.09323656558990479
transicao_pectra_2025,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,168,237,152,0,0.6413502109704642,94,0.5595238095238095,0.004893600940704346,0.017059361758614392
transicao_pectra_2025,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,69,138,114,0,0.8260869565217391,56,0.8115942028985508,0.028734207153320312,0.03030914068222046
transicao_pectra_2025,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,99,99,38,0,0.3838383838383838,38,0.3838383838383838,-0.000567317008972168,-0.0014100270439880063
transicao_pectra_2025,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,70,139,87,0,0.6258992805755396,38,0.5428571428571428,0.014515422284603119,0.008529993001934437
transicao_pectra_2025,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,69,138,87,0,0.6304347826086957,38,0.5507246376811594,0.01457040011882782,0.009725803104431732
transicao_pectra_2025,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1,1,0,0,0.0,0,0.0,-0.15649180114269257,-0.15649180114269257
transicao_pectra_2025,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,168,237,124,0,0.5232067510548524,75,0.44642857142857145,0.0003312528133392334,0.004301481231858459
transicao_pectra_2025,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,69,138,87,0,0.6304347826086957,38,0.5507246376811594,0.01457040011882782,0.009725803104431732
transicao_pectra_2025,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,99,99,37,0,0.37373737373737376,37,0.37373737373737376,-0.0005935430526733398,-0.0032596947117285295
transicao_pectra_2025,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,70,139,114,0,0.8201438848920863,55,0.7857142857142857,0.028722405433654785,0.027640904025208177
transicao_pectra_2025,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,69,138,114,0,0.8260869565217391,55,0.7971014492753623,0.02876366674900055,0.028404923452847244
transicao_pectra_2025,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1,1,0,0,0.0,0,0.0,-0.07779377698898315,-0.07779377698898315
transicao_pectra_2025,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,168,237,154,0,0.6497890295358649,95,0.5654761904761905,0.0046555399894714355,0.01564853063112573
transicao_pectra_2025,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,69,138,114,0,0.8260869565217391,55,0.7971014492753623,0.02876366674900055,0.028404923452847244
transicao_pectra_2025,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,99,99,40,0,0.40404040404040403,40,0.40404040404040403,-0.0006919503211975098,-0.0021331078476376003
teste_final_2025,strict,all,a_completa,AE,AE:a_completa,482,939,495,0,0.5271565495207667,192,0.3983402489626556,0.002512209117412567,-0.0008413963315163415
teste_final_2025,strict,insertion,a_completa,AE,AE:a_completa,457,914,494,0,0.5404814004376368,191,0.4179431072210066,0.003304252400994301,0.0014515219938215805
teste_final_2025,strict,displacement,a_completa,AE,AE:a_completa,25,25,1,0,0.04,1,0.04,-0.08565573021769524,-0.08467049030587077
teste_final_2025,sensitivity,all,a_completa,AE,AE:a_completa,670,1127,599,0,0.5314995563442768,296,0.4417910447761194,0.0008067935705184937,-0.001032626652489346
teste_final_2025,sensitivity,insertion,a_completa,AE,AE:a_completa,457,914,494,0,0.5404814004376368,191,0.4179431072210066,0.003304252400994301,0.0014515219938215805
teste_final_2025,sensitivity,displacement,a_completa,AE,AE:a_completa,213,213,105,0,0.49295774647887325,105,0.49295774647887325,-3.3183954656124115e-05,-0.01169230675919445
teste_final_2025,strict,all,a_completa,IF,IF:a_completa,482,939,650,0,0.6922257720979765,214,0.44398340248962653,0.049578189849853516,0.042752919454798026
teste_final_2025,strict,insertion,a_completa,IF,IF:a_completa,457,914,650,0,0.7111597374179431,214,0.4682713347921225,0.05384454131126404,0.04676335671798405
teste_final_2025,strict,displacement,a_completa,IF,IF:a_completa,25,25,0,0,0.0,0,0.0,-0.10368269681930542,-0.10386866688728333
