split,split_role,policy,attack_scope,configuration,method,model,rows,positives,contextual_negatives,prevalence,roc_auc,pr_auc_average_precision,roc_auc_ci_low,roc_auc_ci_high,pr_auc_ci_low,pr_auc_ci_high
treino_2024_pos_dencun,train,sensitivity,displacement,b_completa,AE,AE:b_completa,2326,1163,1163,0.5,0.5081330416414985,0.5101709416992445,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,all,b_completa,IF,IF:b_completa,1824,1202,622,0.6589912280701754,0.8628678889952972,0.880856875770162,0.8431250367822118,0.880109918624372,0.8595163409589153,0.9027515527413585
treino_2024_pos_dencun,train,strict,insertion,b_completa,IF,IF:b_completa,1742,1161,581,0.6664753157290471,0.9244123040704717,0.9612263375367515,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,displacement,b_completa,IF,IF:b_completa,82,41,41,0.5,0.0,0.3129132029297333,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,all,b_completa,IF,IF:b_completa,4068,2324,1744,0.5712881022615536,0.6902739562443745,0.7418256655803357,0.6743712583788627,0.7080576730249964,0.7262505524197757,0.7603882278304532
treino_2024_pos_dencun,train,sensitivity,insertion,b_completa,IF,IF:b_completa,1742,1161,581,0.6664753157290471,0.9244123040704717,0.9612263375367515,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,displacement,b_completa,IF,IF:b_completa,2326,1163,1163,0.5,0.44701083641573924,0.4577911798111648,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,all,c_completa,AE,AE:c_completa,1824,1202,622,0.6589912280701754,0.5141243693522586,0.6657098180666063,0.4843626445206542,0.5438492785336336,0.6452323455965954,0.6889262333800721
treino_2024_pos_dencun,train,strict,insertion,c_completa,AE,AE:c_completa,1742,1161,581,0.6664753157290471,0.5366019263469529,0.6977908164476594,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,displacement,c_completa,AE,AE:c_completa,82,41,41,0.5,0.1915526472337894,0.3488349772172975,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,all,c_completa,AE,AE:c_completa,4068,2324,1744,0.5712881022615536,0.4159440432108513,0.4940764539843424,0.3994425749360483,0.4337996316853258,0.48334229583345256,0.50521794013872
treino_2024_pos_dencun,train,sensitivity,insertion,c_completa,AE,AE:c_completa,1742,1161,581,0.6664753157290471,0.5366019263469529,0.6977908164476594,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,displacement,c_completa,AE,AE:c_completa,2326,1163,1163,0.5,0.3769438010186541,0.40210890380554165,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,all,c_completa,IF,IF:c_completa,1824,1202,622,0.6589912280701754,0.8516967968712382,0.8931928433146796,0.8322938122956914,0.8697168037194172,0.8742067742274813,0.9105959361179385
treino_2024_pos_dencun,train,strict,insertion,c_completa,IF,IF:c_completa,1742,1161,581,0.6664753157290471,0.9036189053000485,0.9456341412161529,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,displacement,c_completa,IF,IF:c_completa,82,41,41,0.5,0.007733491969066034,0.31327509917932095,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,all,c_completa,IF,IF:c_completa,4068,2324,1744,0.5712881022615536,0.6804471736881997,0.7392935784946304,0.663293595622661,0.6948022183754677,0.724047711521605,0.7537467321088627
treino_2024_pos_dencun,train,sensitivity,insertion,c_completa,IF,IF:c_completa,1742,1161,581,0.6664753157290471,0.9036189053000485,0.9456341412161529,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,displacement,c_completa,IF,IF:c_completa,2326,1163,1163,0.5,0.461356869778917,0.47900558999009557,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1824,1202,622,0.6589912280701754,0.6007511596428247,0.696051844093964,0.5743727964111262,0.6297332018982297,0.6770723012797191,0.7214382409601678
treino_2024_pos_dencun,train,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1742,1161,581,0.6664753157290471,0.6374957193113538,0.7385697421597246,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,82,41,41,0.5,0.08149910767400359,0.32331599254321536,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,4068,2324,1744,0.5712881022615536,0.5057415935037661,0.5677257884630046,0.48781171540684365,0.5248296964068594,0.5546533191391094,0.584980382483005
treino_2024_pos_dencun,train,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1742,1161,581,0.6664753157290471,0.6374957193113538,0.7385697421597246,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,2326,1163,1163,0.5,0.47264723648109636,0.4751382077557726,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1824,1202,622,0.6589912280701754,0.8095109437111782,0.7991183363912439,0.7849611579842813,0.8359062267603298,0.7777158717209877,0.8286841652973663
treino_2024_pos_dencun,train,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1742,1161,581,0.6664753157290471,0.8728023945171605,0.8899573086793662,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,82,41,41,0.5,0.0,0.3129132029297333,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,4068,2324,1744,0.5712881022615536,0.5982124352587282,0.6042433382126468,0.579639375819135,0.615904505143773,0.5898580087419711,0.6204713454887372
treino_2024_pos_dencun,train,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1742,1161,581,0.6664753157290471,0.8728023945171605,0.8899573086793662,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,2326,1163,1163,0.5,0.43970141264512197,0.4381338644588538,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1824,1202,622,0.6589912280701754,0.5098121565878948,0.6434323700845883,0.48016067807673174,0.5390747802430033,0.6255428794045172,0.6652233161663411
treino_2024_pos_dencun,train,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1742,1161,581,0.6664753157290471,0.53520690365745,0.6704171889468249,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,82,41,41,0.5,0.1522903033908388,0.33868195891187036,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,4068,2324,1744,0.5712881022615536,0.44994172298630963,0.5382462828712197,0.43395099894992817,0.468225303326675,0.5256007594965328,0.5521273074672195
treino_2024_pos_dencun,train,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1742,1161,581,0.6664753157290471,0.53520690365745,0.6704171889468249,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,2326,1163,1163,0.5,0.4772643761612162,0.4839685741147617,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1824,1202,622,0.6589912280701754,0.7831775550930656,0.7874742308265283,0.7592431023321261,0.8111327383086068,0.7662564667749794,0.8152164161106062
treino_2024_pos_dencun,train,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1742,1161,581,0.6664753157290471,0.8424884476999916,0.8698574939538299,nan,nan,nan,nan
treino_2024_pos_dencun,train,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,82,41,41,0.5,0.0029744199881023203,0.31299167861796506,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,4068,2324,1744,0.5712881022615536,0.5873600068688911,0.6050506914743792,0.5700191441963792,0.6061603762691657,0.5900167595143835,0.6212237284128668
treino_2024_pos_dencun,train,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1742,1161,581,0.6664753157290471,0.8424884476999916,0.8698574939538299,nan,nan,nan,nan
treino_2024_pos_dencun,train,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,2326,1163,1163,0.5,0.4402847470258449,0.44094925125758966,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,all,a_completa,AE,AE:a_completa,1034,685,349,0.6624758220502901,0.5113964821282915,0.6299641079039334,0.47046023048124985,0.5523713216070943,0.6070239204962625,0.6578556704654006
validacao_2025_pre_pectra,validation,strict,insertion,a_completa,AE,AE:a_completa,1010,673,337,0.6663366336633664,0.5281810926759583,0.646074476066014,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,displacement,a_completa,AE,AE:a_completa,24,12,12,0.5,0.17361111111111113,0.37649700595167684,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,all,a_completa,AE,AE:a_completa,1280,808,472,0.63125,0.4767683336130223,0.5876260015976701,0.4425267321488504,0.5115327786751133,0.5692536172933285,0.6126139711806088
validacao_2025_pre_pectra,validation,sensitivity,insertion,a_completa,AE,AE:a_completa,1010,673,337,0.6663366336633664,0.5281810926759583,0.646074476066014,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,displacement,a_completa,AE,AE:a_completa,270,135,135,0.5,0.48921810699588475,0.48358749665064016,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,all,a_completa,IF,IF:a_completa,1034,685,349,0.6624758220502901,0.7064982326982201,0.8336160867248879,0.6730523079497207,0.7379793152489909,0.8086958223169217,0.8584852119148672
validacao_2025_pre_pectra,validation,strict,insertion,a_completa,IF,IF:a_completa,1010,673,337,0.6663366336633664,0.7255611747743617,0.860356183256155,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,displacement,a_completa,IF,IF:a_completa,24,12,12,0.5,0.06944444444444443,0.33949303769770856,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,all,a_completa,IF,IF:a_completa,1280,808,472,0.63125,0.6704892284779325,0.7919394472548216,0.6410633141571572,0.6983461531402082,0.7684390480716682,0.8169283606334572
validacao_2025_pre_pectra,validation,sensitivity,insertion,a_completa,IF,IF:a_completa,1010,673,337,0.6663366336633664,0.7255611747743617,0.860356183256155,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,displacement,a_completa,IF,IF:a_completa,270,135,135,0.5,0.4424965706447188,0.44911847591828996,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,all,b_completa,AE,AE:b_completa,1034,685,349,0.6624758220502901,0.495149854642043,0.6674433045869124,0.45756582937694773,0.531415828331207,0.638117462158301,0.6978132296937222
validacao_2025_pre_pectra,validation,strict,insertion,b_completa,AE,AE:b_completa,1010,673,337,0.6663366336633664,0.49991402154311493,0.6730786683888893,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,displacement,b_completa,AE,AE:b_completa,24,12,12,0.5,0.2569444444444445,0.38892048073970276,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,all,b_completa,AE,AE:b_completa,1280,808,472,0.63125,0.49271322789058564,0.6306055288788943,0.4639437195838228,0.5231890575180399,0.6079351941845177,0.65697068581008
validacao_2025_pre_pectra,validation,sensitivity,insertion,b_completa,AE,AE:b_completa,1010,673,337,0.6663366336633664,0.49991402154311493,0.6730786683888893,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,displacement,b_completa,AE,AE:b_completa,270,135,135,0.5,0.4936625514403292,0.49378357896482533,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,all,b_completa,IF,IF:b_completa,1034,685,349,0.6624758220502901,0.7886767197205782,0.8755709346661174,0.7585657666325059,0.818809215067032,0.8511061281479959,0.8986005342130384
validacao_2025_pre_pectra,validation,strict,insertion,b_completa,IF,IF:b_completa,1010,673,337,0.6663366336633664,0.8132547916455395,0.9053352768406431,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,displacement,b_completa,IF,IF:b_completa,24,12,12,0.5,0.02777777777777778,0.33010150330617416,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,all,b_completa,IF,IF:b_completa,1280,808,472,0.63125,0.7402406024500755,0.8335962536808998,0.7159075951292163,0.7658619053112938,0.8116212238715639,0.8559545587682584
validacao_2025_pre_pectra,validation,sensitivity,insertion,b_completa,IF,IF:b_completa,1010,673,337,0.6663366336633664,0.8132547916455395,0.9053352768406431,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,displacement,b_completa,IF,IF:b_completa,270,135,135,0.5,0.4224417009602195,0.4302769459538597,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,all,c_completa,AE,AE:c_completa,1034,685,349,0.6624758220502901,0.4922259636500533,0.6532315067461469,0.4540677221676114,0.5297876100642084,0.6300980643796091,0.6810311197747522
validacao_2025_pre_pectra,validation,strict,insertion,c_completa,AE,AE:c_completa,1010,673,337,0.6663366336633664,0.5029739727778979,0.6646457493724027,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,displacement,c_completa,AE,AE:c_completa,24,12,12,0.5,0.1736111111111111,0.38296852899634226,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,all,c_completa,AE,AE:c_completa,1280,808,472,0.63125,0.4650712158080215,0.5958409659444059,0.4336331468157409,0.501267843283269,0.5760188563900532,0.6214254215043623
validacao_2025_pre_pectra,validation,sensitivity,insertion,c_completa,AE,AE:c_completa,1010,673,337,0.6663366336633664,0.5029739727778979,0.6646457493724027,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,displacement,c_completa,AE,AE:c_completa,270,135,135,0.5,0.43390946502057615,0.4502154900770948,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,all,c_completa,IF,IF:c_completa,1034,685,349,0.6624758220502901,0.7949637127977747,0.8798696812261573,0.7698092568966599,0.8216082446196641,0.8585226022699242,0.902164937656986
validacao_2025_pre_pectra,validation,strict,insertion,c_completa,IF,IF:c_completa,1010,673,337,0.6663366336633664,0.8163103337286872,0.9049781691833899,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,displacement,c_completa,IF,IF:c_completa,24,12,12,0.5,0.08333333333333333,0.34134488954956044,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,all,c_completa,IF,IF:c_completa,1280,808,472,0.63125,0.7434592108575264,0.8346493905261994,0.7169169336822453,0.7724004329061085,0.8131645389131463,0.8583084741026349
validacao_2025_pre_pectra,validation,sensitivity,insertion,c_completa,IF,IF:c_completa,1010,673,337,0.6663366336633664,0.8163103337286872,0.9049781691833899,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,displacement,c_completa,IF,IF:c_completa,270,135,135,0.5,0.4443621399176955,0.447853830541594,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1034,685,349,0.6624758220502901,0.6399347457804363,0.744100151623541,0.6047388785476753,0.6737336080145568,0.7164119143699523,0.7733327021333922
validacao_2025_pre_pectra,validation,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1010,673,337,0.6663366336633664,0.6580791089986376,0.7620902315374221,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,24,12,12,0.5,0.0763888888888889,0.33909347130549516,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1280,808,472,0.63125,0.5963825725792918,0.6911089066198435,0.5634904923225373,0.6303331226925658,0.6644981555564402,0.7230485079144391
validacao_2025_pre_pectra,validation,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1010,673,337,0.6663366336633664,0.6580791089986376,0.7620902315374221,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,270,135,135,0.5,0.44762688614540463,0.4629244064625098,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1034,685,349,0.6624758220502901,0.794767113546525,0.8171783338892988,0.7636509944994039,0.8276645472988517,0.7898330392851481,0.8514117659625938
validacao_2025_pre_pectra,validation,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1010,673,337,0.6663366336633664,0.8278975842258192,0.8625020654709274,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,24,12,12,0.5,0.0,0.32725250045717136,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1280,808,472,0.63125,0.7160426980198019,0.7456634058544473,0.6833212826711696,0.7495562122419869,0.7154456589505738,0.7770926655970832
validacao_2025_pre_pectra,validation,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1010,673,337,0.6663366336633664,0.8278975842258192,0.8625020654709274,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,270,135,135,0.5,0.4128943758573388,0.42668516694083997,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1034,685,349,0.6624758220502901,0.551586388639073,0.675988687365435,0.5127021939639846,0.5890836174262231,0.648486482819907,0.7050753477433798
validacao_2025_pre_pectra,validation,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1010,673,337,0.6663366336633664,0.5649490081613397,0.6907319469067974,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,24,12,12,0.5,0.14583333333333331,0.3550234477617874,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1280,808,472,0.63125,0.5186535072998826,0.6343347872099735,0.48536523011411314,0.5502352665086424,0.6103392007501565,0.6606201444060624
validacao_2025_pre_pectra,validation,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1010,673,337,0.6663366336633664,0.5649490081613397,0.6907319469067974,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,270,135,135,0.5,0.4559670781893004,0.46371671685855376,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1034,685,349,0.6624758220502901,0.7646121347750612,0.8136742463743191,0.7359505782946061,0.7936722230355762,0.7883743528836334,0.8445635539388604
validacao_2025_pre_pectra,validation,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1010,673,337,0.6663366336633664,0.7942645755530178,0.8500499874454088,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,24,12,12,0.5,0.0,0.32725250045717136,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1280,808,472,0.63125,0.7024852114448732,0.7561520264782664,0.6707606141970129,0.731003851841752,0.7282302601557181,0.7855718804440192
validacao_2025_pre_pectra,validation,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1010,673,337,0.6663366336633664,0.7942645755530178,0.8500499874454088,nan,nan,nan,nan
validacao_2025_pre_pectra,validation,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,270,135,135,0.5,0.4212894375857339,0.4315096203293358,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,all,a_completa,AE,AE:a_completa,209,139,70,0.6650717703349283,0.5353545734840699,0.6608461496596016,0.4456988694758479,0.6261639260020554,0.6125123371368344,0.7375203986456534
transicao_pectra_2025,protocol_transition,strict,insertion,a_completa,AE,AE:a_completa,207,138,69,0.6666666666666666,0.5398025624868725,0.6719357911524071,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,displacement,a_completa,AE,AE:a_completa,2,1,1,0.5,0.0,0.5,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,all,a_completa,AE,AE:a_completa,357,213,144,0.5966386554621849,0.47584115805946803,0.5683825723592065,0.40429626369327076,0.5384903169014084,0.5296777313261428,0.6194365710204116
transicao_pectra_2025,protocol_transition,sensitivity,insertion,a_completa,AE,AE:a_completa,207,138,69,0.6666666666666666,0.5398025624868725,0.6719357911524071,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,displacement,a_completa,AE,AE:a_completa,150,75,75,0.5,0.5047111111111111,0.510525465438767,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,all,a_completa,IF,IF:a_completa,209,139,70,0.6650717703349283,0.7042137718396712,0.8447686846090643,0.6353006166495374,0.7708170606372046,0.8028876974722008,0.8845131717027666
transicao_pectra_2025,protocol_transition,strict,insertion,a_completa,IF,IF:a_completa,207,138,69,0.6666666666666666,0.7125603864734299,0.8552395319595576,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,displacement,a_completa,IF,IF:a_completa,2,1,1,0.5,0.0,0.5,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,all,a_completa,IF,IF:a_completa,357,213,144,0.5966386554621849,0.6282603025560772,0.742822492537899,0.5670456768388107,0.680654994783516,0.6988590089286619,0.787142287192299
transicao_pectra_2025,protocol_transition,sensitivity,insertion,a_completa,IF,IF:a_completa,207,138,69,0.6666666666666666,0.7125603864734299,0.8552395319595576,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,displacement,a_completa,IF,IF:a_completa,150,75,75,0.5,0.48942222222222226,0.47638026833969715,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,all,b_completa,AE,AE:b_completa,209,139,70,0.6650717703349283,0.4958890030832476,0.6632683738679271,0.40921891058581705,0.58120246659815,0.6121711796733722,0.7409930075243923
transicao_pectra_2025,protocol_transition,strict,insertion,b_completa,AE,AE:b_completa,207,138,69,0.6666666666666666,0.4993698802772527,0.6660536398407091,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,displacement,b_completa,AE,AE:b_completa,2,1,1,0.5,0.0,0.5,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,all,b_completa,AE,AE:b_completa,357,213,144,0.5966386554621849,0.5109220135628587,0.605268624226642,0.45261965310380803,0.5732345461658842,0.5660141386980628,0.660353721796292
transicao_pectra_2025,protocol_transition,sensitivity,insertion,b_completa,AE,AE:b_completa,207,138,69,0.6666666666666666,0.4993698802772527,0.6660536398407091,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,displacement,b_completa,AE,AE:b_completa,150,75,75,0.5,0.5004444444444445,0.5069648948454211,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,all,b_completa,IF,IF:b_completa,209,139,70,0.6650717703349283,0.789311408016444,0.8733807961490614,0.7248561151079137,0.8496043165467626,0.8227460716321958,0.9243240506154683
transicao_pectra_2025,protocol_transition,strict,insertion,b_completa,IF,IF:b_completa,207,138,69,0.6666666666666666,0.8000420079815165,0.899907201247605,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,displacement,b_completa,IF,IF:b_completa,2,1,1,0.5,0.0,0.5,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,all,b_completa,IF,IF:b_completa,357,213,144,0.5966386554621849,0.6816640584246219,0.7729417684745336,0.6329901864893062,0.7383289319248825,0.7322189942454606,0.8217298865608105
transicao_pectra_2025,protocol_transition,sensitivity,insertion,b_completa,IF,IF:b_completa,207,138,69,0.6666666666666666,0.8000420079815165,0.899907201247605,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,displacement,b_completa,IF,IF:b_completa,150,75,75,0.5,0.49457777777777784,0.4846466859262648,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,all,c_completa,AE,AE:c_completa,209,139,70,0.6650717703349283,0.45590955806783146,0.6476704161822471,0.3764542651593011,0.5403879753340185,0.596465867779856,0.7120065837883122
transicao_pectra_2025,protocol_transition,strict,insertion,c_completa,AE,AE:c_completa,207,138,69,0.6666666666666666,0.46093257718966607,0.6553754635238537,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,displacement,c_completa,AE,AE:c_completa,2,1,1,0.5,0.0,0.5,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,all,c_completa,AE,AE:c_completa,357,213,144,0.5966386554621849,0.4446726656233698,0.5472002060316683,0.38447036384976524,0.5091321074595723,0.510524281444163,0.5966836759979787
transicao_pectra_2025,protocol_transition,sensitivity,insertion,c_completa,AE,AE:c_completa,207,138,69,0.6666666666666666,0.46093257718966607,0.6553754635238537,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,displacement,c_completa,AE,AE:c_completa,150,75,75,0.5,0.45688888888888896,0.45564719948655974,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,all,c_completa,IF,IF:c_completa,209,139,70,0.6650717703349283,0.7878725590955806,0.8783426828686383,0.7221454265159302,0.846205035971223,0.8293156382661099,0.922623716311453
transicao_pectra_2025,protocol_transition,strict,insertion,c_completa,IF,IF:c_completa,207,138,69,0.6666666666666666,0.7984667086746482,0.8971007811620393,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,displacement,c_completa,IF,IF:c_completa,2,1,1,0.5,0.0,0.5,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,all,c_completa,IF,IF:c_completa,357,213,144,0.5966386554621849,0.6831311945748566,0.7729118234949204,0.6282757889932186,0.746204192749087,0.7309000170943974,0.8238276025060317
transicao_pectra_2025,protocol_transition,sensitivity,insertion,c_completa,IF,IF:c_completa,207,138,69,0.6666666666666666,0.7984667086746482,0.8971007811620393,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,displacement,c_completa,IF,IF:c_completa,150,75,75,0.5,0.49831111111111115,0.49391788504665435,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,209,139,70,0.6650717703349283,0.6076053442959917,0.7288607746136984,0.5188977389516958,0.6828237410071942,0.6728586049379008,0.8014134248501115
transicao_pectra_2025,protocol_transition,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,207,138,69,0.6666666666666666,0.6153119092627598,0.7370878921829831,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,2,1,1,0.5,0.0,0.5,nan,nan,nan,nan
