split,split_role,policy,attack_scope,configuration,method,model,rows,positives,contextual_negatives,prevalence,roc_auc,pr_auc_average_precision,roc_auc_ci_low,roc_auc_ci_high,pr_auc_ci_low,pr_auc_ci_high
transicao_pectra_2025,protocol_transition,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,357,213,144,0.5966386554621849,0.5450899843505477,0.6261881549790671,0.4854508998435055,0.604310119979134,0.5847542913725788,0.6839014628857214
transicao_pectra_2025,protocol_transition,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,207,138,69,0.6666666666666666,0.6153119092627598,0.7370878921829831,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,150,75,75,0.5,0.48231111111111113,0.5078632699639091,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,209,139,70,0.6650717703349283,0.7789311408016444,0.8313153277590811,0.7016212744090442,0.8458838643371017,0.7705010631818086,0.8952055511606614
transicao_pectra_2025,protocol_transition,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,207,138,69,0.6666666666666666,0.7892249527410208,0.8501822288957651,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,2,1,1,0.5,0.0,0.5,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,357,213,144,0.5966386554621849,0.6296948356807512,0.6847459763406094,0.5638350938967136,0.6881382042253521,0.6323229293464805,0.7391726043065546
transicao_pectra_2025,protocol_transition,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,207,138,69,0.6666666666666666,0.7892249527410208,0.8501822288957651,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,150,75,75,0.5,0.4728888888888889,0.474233814812844,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,209,139,70,0.6650717703349283,0.5670092497430627,0.6827744214213973,0.47861510791366907,0.6535996916752312,0.630409744061133,0.7531076262141096
transicao_pectra_2025,protocol_transition,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,207,138,69,0.6666666666666666,0.5727788279773157,0.6989629345252213,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,2,1,1,0.5,0.0,0.5,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,357,213,144,0.5966386554621849,0.4952399582681273,0.5795436752154302,0.4322240153886281,0.5583545252999479,0.5384674634295095,0.6339261012777746
transicao_pectra_2025,protocol_transition,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,207,138,69,0.6666666666666666,0.5727788279773157,0.6989629345252213,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,150,75,75,0.5,0.48408888888888885,0.4853869867269589,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,209,139,70,0.6650717703349283,0.7551901336073997,0.8230387013949911,0.6812307297019528,0.8366521068859198,0.7647753651532916,0.8895080034414033
transicao_pectra_2025,protocol_transition,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,207,138,69,0.6666666666666666,0.7648603234614576,0.8386935801821318,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,2,1,1,0.5,0.0,0.5,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,357,213,144,0.5966386554621849,0.6247391757955139,0.6876130724454801,0.5620671948356808,0.6896354981742304,0.6360267800265134,0.7419544255814051
transicao_pectra_2025,protocol_transition,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,207,138,69,0.6666666666666666,0.7648603234614576,0.8386935801821318,nan,nan,nan,nan
transicao_pectra_2025,protocol_transition,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,150,75,75,0.5,0.4501333333333334,0.4510111391348341,nan,nan,nan,nan
teste_final_2025,test,strict,all,a_completa,AE,AE:a_completa,1421,939,482,0.6608022519352569,0.5277928757970649,0.6494172099052793,0.4912912231163195,0.5616767528800393,0.6271310208033362,0.6741314594540722
teste_final_2025,test,strict,insertion,a_completa,AE,AE:a_completa,1371,914,457,0.6666666666666666,0.553569804021087,0.6798458384674777,nan,nan,nan,nan
teste_final_2025,test,strict,displacement,a_completa,AE,AE:a_completa,50,25,25,0.5,0.15360000000000001,0.3504568086740466,nan,nan,nan,nan
teste_final_2025,test,sensitivity,all,a_completa,AE,AE:a_completa,1741,1099,642,0.6312464101091326,0.5155394737215084,0.6096747208770277,0.48617898882870014,0.5431663307623187,0.5911703602663675,0.6323201249184365
teste_final_2025,test,sensitivity,insertion,a_completa,AE,AE:a_completa,1371,914,457,0.6666666666666666,0.553569804021087,0.6798458384674777,nan,nan,nan,nan
teste_final_2025,test,sensitivity,displacement,a_completa,AE,AE:a_completa,370,185,185,0.5,0.47225712198685166,0.477868093035875,nan,nan,nan,nan
teste_final_2025,test,strict,all,a_completa,IF,IF:a_completa,1421,939,482,0.6608022519352569,0.6767595084379516,0.8024749820345934,0.6494555875191671,0.7049121405750798,0.77920526626596,0.8290698340620616
teste_final_2025,test,strict,insertion,a_completa,IF,IF:a_completa,1371,914,457,0.6666666666666666,0.7066301490550588,0.8508157068240362,nan,nan,nan,nan
teste_final_2025,test,strict,displacement,a_completa,IF,IF:a_completa,50,25,25,0.5,0.1552,0.348525119952265,nan,nan,nan,nan
teste_final_2025,test,sensitivity,all,a_completa,IF,IF:a_completa,1741,1099,642,0.6312464101091326,0.6549851323349747,0.7719658785909094,0.6332432804957211,0.6802210271869924,0.7497010988648737,0.7959214025054311
teste_final_2025,test,sensitivity,insertion,a_completa,IF,IF:a_completa,1371,914,457,0.6666666666666666,0.7066301490550588,0.8508157068240362,nan,nan,nan,nan
teste_final_2025,test,sensitivity,displacement,a_completa,IF,IF:a_completa,370,185,185,0.5,0.44683710737764787,0.44443583444565715,nan,nan,nan,nan
teste_final_2025,test,strict,all,b_completa,AE,AE:b_completa,1421,939,482,0.6608022519352569,0.5373510267389604,0.687303022506164,0.5077931188383511,0.5685589640254707,0.6645639176910096,0.7117028121688461
teste_final_2025,test,strict,insertion,b_completa,AE,AE:b_completa,1371,914,457,0.6666666666666666,0.5454251636349707,0.6969709929297279,nan,nan,nan,nan
teste_final_2025,test,strict,displacement,b_completa,AE,AE:b_completa,50,25,25,0.5,0.3296,0.43282759163954115,nan,nan,nan,nan
teste_final_2025,test,sensitivity,all,b_completa,AE,AE:b_completa,1741,1099,642,0.6312464101091326,0.5370912100776974,0.6550894983964198,0.5071006210687145,0.5643992414514469,0.6323578171911372,0.6779888790790141
teste_final_2025,test,sensitivity,insertion,b_completa,AE,AE:b_completa,1371,914,457,0.6666666666666666,0.5454251636349707,0.6969709929297279,nan,nan,nan,nan
teste_final_2025,test,sensitivity,displacement,b_completa,AE,AE:b_completa,370,185,185,0.5,0.46784514243973696,0.4714802932824389,nan,nan,nan,nan
teste_final_2025,test,strict,all,b_completa,IF,IF:b_completa,1421,939,482,0.6608022519352569,0.7579905346466399,0.838321672969578,0.7320632769035657,0.7841084140893243,0.8134971431531839,0.8633701954377739
teste_final_2025,test,strict,insertion,b_completa,IF,IF:b_completa,1371,914,457,0.6666666666666666,0.7951031606567424,0.8955260301652918,nan,nan,nan,nan
teste_final_2025,test,strict,displacement,b_completa,IF,IF:b_completa,50,25,25,0.5,0.07680000000000001,0.32634689498949443,nan,nan,nan,nan
teste_final_2025,test,sensitivity,all,b_completa,IF,IF:b_completa,1741,1099,642,0.6312464101091326,0.7229348969184674,0.8078511472946382,0.6976695218536251,0.7456976605750343,0.7865817882948272,0.8321849314618028
teste_final_2025,test,sensitivity,insertion,b_completa,IF,IF:b_completa,1371,914,457,0.6666666666666666,0.7951031606567424,0.8955260301652918,nan,nan,nan,nan
teste_final_2025,test,sensitivity,displacement,b_completa,IF,IF:b_completa,370,185,185,0.5,0.44799123447772093,0.44237650198099354,nan,nan,nan,nan
teste_final_2025,test,strict,all,c_completa,AE,AE:c_completa,1421,939,482,0.6608022519352569,0.5376559330796866,0.6643987072948212,0.5099919244009032,0.5654811223204698,0.643645707324354,0.6874657887014333
teste_final_2025,test,strict,insertion,c_completa,AE,AE:c_completa,1371,914,457,0.6666666666666666,0.556437904897797,0.6838296498429381,nan,nan,nan,nan
teste_final_2025,test,strict,displacement,c_completa,AE,AE:c_completa,50,25,25,0.5,0.20959999999999998,0.3672276389474036,nan,nan,nan,nan
teste_final_2025,test,sensitivity,all,c_completa,AE,AE:c_completa,1741,1099,642,0.6312464101091326,0.5170971061202623,0.615100875498376,0.4883699497419064,0.5482494351988072,0.5970059869915048,0.6371326456669995
teste_final_2025,test,sensitivity,insertion,c_completa,AE,AE:c_completa,1371,914,457,0.6666666666666666,0.556437904897797,0.6838296498429381,nan,nan,nan,nan
teste_final_2025,test,sensitivity,displacement,c_completa,AE,AE:c_completa,370,185,185,0.5,0.4397662527392257,0.44453254077377763,nan,nan,nan,nan
teste_final_2025,test,strict,all,c_completa,IF,IF:c_completa,1421,939,482,0.6608022519352569,0.7509600130800401,0.8365966850570291,0.7263764974657422,0.7764174830644412,0.8151995486115308,0.8632094519323537
teste_final_2025,test,strict,insertion,c_completa,IF,IF:c_completa,1371,914,457,0.6666666666666666,0.7847942772050619,0.8867864202154547,nan,nan,nan,nan
teste_final_2025,test,strict,displacement,c_completa,IF,IF:c_completa,50,25,25,0.5,0.1392,0.3415292339763281,nan,nan,nan,nan
teste_final_2025,test,sensitivity,all,c_completa,IF,IF:c_completa,1741,1099,642,0.6312464101091326,0.7176631828992088,0.8036277328306802,0.6922847235804852,0.7398306021616933,0.7839217164690249,0.8277533162490511
teste_final_2025,test,sensitivity,insertion,c_completa,IF,IF:c_completa,1371,914,457,0.6666666666666666,0.7847942772050619,0.8867864202154547,nan,nan,nan,nan
teste_final_2025,test,sensitivity,displacement,c_completa,IF,IF:c_completa,370,185,185,0.5,0.45685902118334554,0.4501754420139877,nan,nan,nan,nan
teste_final_2025,test,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1421,939,482,0.6608022519352569,0.7350363899089257,0.8039472193830584,0.706062664881418,0.7644246108025222,0.7783155042298039,0.8305343078184335
teste_final_2025,test,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1371,914,457,0.6666666666666666,0.7692040660956001,0.8373105789207559,nan,nan,nan,nan
teste_final_2025,test,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,50,25,25,0.5,0.0192,0.31814872341127015,nan,nan,nan,nan
teste_final_2025,test,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1741,1099,642,0.6312464101091326,0.6789874113821968,0.7427136443560938,0.6551114153620256,0.7071781837921192,0.719472748416128,0.7669539088252326
teste_final_2025,test,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,1371,914,457,0.6666666666666666,0.7692040660956001,0.8373105789207559,nan,nan,nan,nan
teste_final_2025,test,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,370,185,185,0.5,0.4218553688823959,0.462955889878927,nan,nan,nan,nan
teste_final_2025,test,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1421,939,482,0.6608022519352569,0.8426970512463597,0.8529962183163089,0.8149703489630974,0.8652437704099444,0.824206781865764,0.8769841832703895
teste_final_2025,test,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1371,914,457,0.6666666666666666,0.8920033133986756,0.9192882585531591,nan,nan,nan,nan
teste_final_2025,test,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,50,25,25,0.5,0.0,0.3167528394240818,nan,nan,nan,nan
teste_final_2025,test,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1741,1099,642,0.6312464101091326,0.7719067744962144,0.7893568815167861,0.7481622701464656,0.798309033417522,0.763587522097785,0.8206744238264188
teste_final_2025,test,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,1371,914,457,0.6666666666666666,0.8920033133986756,0.9192882585531591,nan,nan,nan,nan
teste_final_2025,test,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,370,185,185,0.5,0.4149306062819576,0.4249734373330085,nan,nan,nan,nan
teste_final_2025,test,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1421,939,482,0.6608022519352569,0.6092691527580767,0.7098870308295734,0.57567361101905,0.641939756693578,0.6861346947434458,0.7362490881970923
teste_final_2025,test,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1371,914,457,0.6666666666666666,0.6314657958620821,0.7345028399901681,nan,nan,nan,nan
teste_final_2025,test,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,50,25,25,0.5,0.21280000000000002,0.3762692850928455,nan,nan,nan,nan
teste_final_2025,test,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1741,1099,642,0.6312464101091326,0.5710019587333713,0.6651857285763744,0.5407870437299273,0.6003256642260453,0.6428380140002703,0.6892115066405424
teste_final_2025,test,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,1371,914,457,0.6666666666666666,0.6314657958620821,0.7345028399901681,nan,nan,nan,nan
teste_final_2025,test,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,370,185,185,0.5,0.4645142439737034,0.47370239616418564,nan,nan,nan,nan
teste_final_2025,test,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1421,939,482,0.6608022519352569,0.8279643303770674,0.8582522734021583,0.8025355834537492,0.855198432162758,0.8332260379877588,0.8847592364590748
teste_final_2025,test,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1371,914,457,0.6666666666666666,0.8737437095700722,0.9123362769296834,nan,nan,nan,nan
teste_final_2025,test,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,50,25,25,0.5,0.0048,0.3169950046662471,nan,nan,nan,nan
teste_final_2025,test,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1741,1099,642,0.6312464101091326,0.7678922214757681,0.8035977441645175,0.7391736044379058,0.7914032049810221,0.7768134553040013,0.8268659132775122
teste_final_2025,test,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,1371,914,457,0.6666666666666666,0.8737437095700722,0.9123362769296834,nan,nan,nan,nan
teste_final_2025,test,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,370,185,185,0.5,0.42111029948867784,0.42816333227334363,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,all,a_completa,AE,AE:a_completa,288,191,97,0.6631944444444444,0.3730771306741512,0.57624548209366,0.30770497112322553,0.4378946942300427,0.5455465434918848,0.6236725801601691
estresse_fusaka_2025,future_stress,strict,insertion,a_completa,AE,AE:a_completa,282,188,94,0.6666666666666666,0.38229968311453144,0.5849634677109763,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,displacement,a_completa,AE,AE:a_completa,6,3,3,0.5,0.22222222222222224,0.4666666666666667,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,all,a_completa,AE,AE:a_completa,314,204,110,0.6496815286624203,0.38827985739750454,0.5682525706103787,0.3229567736185383,0.4541811497326203,0.5371973927538003,0.6164036373472034
estresse_fusaka_2025,future_stress,sensitivity,insertion,a_completa,AE,AE:a_completa,282,188,94,0.6666666666666666,0.38229968311453144,0.5849634677109763,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,displacement,a_completa,AE,AE:a_completa,32,16,16,0.5,0.4375,0.4605533508994607,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,all,a_completa,IF,IF:a_completa,288,191,97,0.6631944444444444,0.5885464457278566,0.7572320858522958,0.521845144923625,0.651327791871323,0.7040955963189756,0.8108162899605853
estresse_fusaka_2025,future_stress,strict,insertion,a_completa,IF,IF:a_completa,282,188,94,0.6666666666666666,0.6057039384336804,0.796908037909054,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,displacement,a_completa,IF,IF:a_completa,6,3,3,0.5,0.11111111111111112,0.41111111111111115,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,all,a_completa,IF,IF:a_completa,314,204,110,0.6496815286624203,0.5820409982174689,0.7390215955586917,0.51650623885918,0.6401414884135472,0.6870263112948548,0.7955950083588335
estresse_fusaka_2025,future_stress,sensitivity,insertion,a_completa,IF,IF:a_completa,282,188,94,0.6666666666666666,0.6057039384336804,0.796908037909054,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,displacement,a_completa,IF,IF:a_completa,32,16,16,0.5,0.4140625,0.44809548234727725,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,all,b_completa,AE,AE:b_completa,288,191,97,0.6631944444444444,0.44448642521725046,0.6457377673402238,0.3729233011280833,0.5167593242295029,0.60209865926177,0.7059184603127872
estresse_fusaka_2025,future_stress,strict,insertion,b_completa,AE,AE:b_completa,282,188,94,0.6666666666666666,0.44652557718424624,0.64805368744755,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,displacement,b_completa,AE,AE:b_completa,6,3,3,0.5,0.4444444444444444,0.6666666666666667,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,all,b_completa,AE,AE:b_completa,314,204,110,0.6496815286624203,0.4517825311942959,0.6356236662318315,0.39071189839572196,0.5143861408199644,0.5933473695034878,0.6922467991729518
estresse_fusaka_2025,future_stress,sensitivity,insertion,b_completa,AE,AE:b_completa,282,188,94,0.6666666666666666,0.44652557718424624,0.64805368744755,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,displacement,b_completa,AE,AE:b_completa,32,16,16,0.5,0.421875,0.5033940939125197,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,all,b_completa,IF,IF:b_completa,288,191,97,0.6631944444444444,0.6753386948777461,0.8177521475640277,0.6124089167161441,0.7366343714578724,0.767098230866915,0.868578807132427
estresse_fusaka_2025,future_stress,strict,insertion,b_completa,IF,IF:b_completa,282,188,94,0.6666666666666666,0.6961860570393843,0.8578202787964475,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,displacement,b_completa,IF,IF:b_completa,6,3,3,0.5,0.0,0.38333333333333336,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,all,b_completa,IF,IF:b_completa,314,204,110,0.6496815286624203,0.6657754010695187,0.8039455771265327,0.6042312834224598,0.7188836898395722,0.7588584699083929,0.852182786691869
estresse_fusaka_2025,future_stress,sensitivity,insertion,b_completa,IF,IF:b_completa,282,188,94,0.6666666666666666,0.6961860570393843,0.8578202787964475,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,displacement,b_completa,IF,IF:b_completa,32,16,16,0.5,0.4296875,0.45091510800521034,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,all,c_completa,AE,AE:c_completa,288,191,97,0.6631944444444444,0.43552652884978676,0.6178250674799557,0.36466508339180653,0.5087817779457008,0.5788797578446345,0.6754937399712458
estresse_fusaka_2025,future_stress,strict,insertion,c_completa,AE,AE:c_completa,282,188,94,0.6666666666666666,0.44171570846536895,0.6252365684389527,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,displacement,c_completa,AE,AE:c_completa,6,3,3,0.5,0.22222222222222224,0.4666666666666667,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,all,c_completa,AE,AE:c_completa,314,204,110,0.6496815286624203,0.4366310160427807,0.5973750082734138,0.36701091800356506,0.5032319518716578,0.5602569635464552,0.6519135526527446
estresse_fusaka_2025,future_stress,sensitivity,insertion,c_completa,AE,AE:c_completa,282,188,94,0.6666666666666666,0.44171570846536895,0.6252365684389527,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,displacement,c_completa,AE,AE:c_completa,32,16,16,0.5,0.4375,0.4718851541768285,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,all,c_completa,IF,IF:c_completa,288,191,97,0.6631944444444444,0.6281643007502564,0.797944818164456,0.555944027635343,0.693092513628758,0.7474128835442035,0.8503515492583169
estresse_fusaka_2025,future_stress,strict,insertion,c_completa,IF,IF:c_completa,282,188,94,0.6666666666666666,0.6467858759619737,0.8350128853703592,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,displacement,c_completa,IF,IF:c_completa,6,3,3,0.5,0.0,0.38333333333333336,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,all,c_completa,IF,IF:c_completa,314,204,110,0.6496815286624203,0.6204991087344028,0.7828611078927006,0.5614694741532976,0.6811564171122995,0.7394979527796837,0.8281457284547349
estresse_fusaka_2025,future_stress,sensitivity,insertion,c_completa,IF,IF:c_completa,282,188,94,0.6666666666666666,0.6467858759619737,0.8350128853703592,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,displacement,c_completa,IF,IF:c_completa,32,16,16,0.5,0.390625,0.432416148613508,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,288,191,97,0.6631944444444444,0.7032978895665785,0.8029419236667368,0.6380836077076698,0.7681248987963513,0.7541256914544983,0.850102058741832
estresse_fusaka_2025,future_stress,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,282,188,94,0.6666666666666666,0.7215934812132188,0.8237317741604132,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,6,3,3,0.5,0.22222222222222224,0.4666666666666667,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,314,204,110,0.6496815286624203,0.6783868092691623,0.7754892463227452,0.6085282976827094,0.739402852049911,0.7276476683128088,0.8250598996970955
estresse_fusaka_2025,future_stress,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,282,188,94,0.6666666666666666,0.7215934812132188,0.8237317741604132,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,32,16,16,0.5,0.46484375,0.4904320847701301,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,288,191,97,0.6631944444444444,0.8035839585469855,0.846296935067119,0.7435013763696227,0.8590637987801586,0.7911203608464561,0.903886114903139
estresse_fusaka_2025,future_stress,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,282,188,94,0.6666666666666666,0.8315980081484835,0.8862761432434967,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,6,3,3,0.5,0.0,0.38333333333333336,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,314,204,110,0.6496815286624203,0.7602941176470588,0.7955372632395877,0.6990262923351158,0.8204010695187165,0.7464910343784502,0.8618040174421022
estresse_fusaka_2025,future_stress,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,282,188,94,0.6666666666666666,0.8315980081484835,0.8862761432434967,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,32,16,16,0.5,0.37890625,0.4403549792464855,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,288,191,97,0.6631944444444444,0.5540022669617316,0.6876143129962742,0.4858584768176175,0.624352296648135,0.6440842107057183,0.7446924806380895
estresse_fusaka_2025,future_stress,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,282,188,94,0.6666666666666666,0.562132186509733,0.6951392031435393,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,6,3,3,0.5,0.22222222222222224,0.4666666666666667,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,314,204,110,0.6496815286624203,0.5269607843137254,0.6562308178756108,0.45328877005347595,0.5885494652406418,0.6090954676427844,0.7038104833122836
estresse_fusaka_2025,future_stress,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,282,188,94,0.6666666666666666,0.562132186509733,0.6951392031435393,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,32,16,16,0.5,0.50390625,0.5704159318558751,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,288,191,97,0.6631944444444444,0.7802666378798511,0.8354832090597453,0.7247463161871863,0.839937658552383,0.7880046737245854,0.8912398915922296
estresse_fusaka_2025,future_stress,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,282,188,94,0.6666666666666666,0.8047193300135808,0.8585111688605438,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,6,3,3,0.5,0.0,0.38333333333333336,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,314,204,110,0.6496815286624203,0.7390374331550802,0.7896529139517656,0.6672214795008913,0.8070666221033868,0.7317205351558483,0.8524551320120086
estresse_fusaka_2025,future_stress,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,282,188,94,0.6666666666666666,0.8047193300135808,0.8585111688605438,nan,nan,nan,nan
estresse_fusaka_2025,future_stress,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,32,16,16,0.5,0.36328125,0.45442868284393045,nan,nan,nan,nan
