audit_id,detection_event_id,detector,saved_label,recomputed_label,validation_result,issues
semantic__insertion__13139,13139,insertion,confirmado,confirmado,valid,
semantic__insertion__13394,13394,insertion,confirmado,confirmado,valid,
semantic__insertion__13487,13487,insertion,confirmado,confirmado,valid,
semantic__insertion__13510,13510,insertion,confirmado,confirmado,valid,
semantic__insertion__13584,13584,insertion,confirmado,confirmado,valid,
semantic__insertion__13699,13699,insertion,confirmado,confirmado,valid,
semantic__insertion__13781,13781,insertion,confirmado,confirmado,valid,
semantic__insertion__13816,13816,insertion,confirmado,confirmado,valid,
semantic__insertion__13993,13993,insertion,confirmado,confirmado,valid,
semantic__insertion__14120,14120,insertion,confirmado,confirmado,valid,
semantic__insertion__14380,14380,insertion,confirmado,confirmado,valid,
semantic__insertion__14426,14426,insertion,confirmado,confirmado,valid,
semantic__insertion__14916,14916,insertion,confirmado,confirmado,valid,
semantic__insertion__14924,14924,insertion,confirmado,confirmado,valid,
semantic__insertion__14954,14954,insertion,confirmado,confirmado,valid,
semantic__insertion__14966,14966,insertion,confirmado,confirmado,valid,
semantic__insertion__15233,15233,insertion,confirmado,confirmado,valid,
semantic__insertion__15614,15614,insertion,confirmado,confirmado,valid,
semantic__insertion__15884,15884,insertion,confirmado,confirmado,valid,
semantic__insertion__15900,15900,insertion,confirmado,confirmado,valid,
semantic__insertion__16125,16125,insertion,confirmado,confirmado,valid,
semantic__insertion__16221,16221,insertion,confirmado,confirmado,valid,
semantic__insertion__16270,16270,insertion,confirmado,confirmado,valid,
semantic__insertion__16286,16286,insertion,confirmado,confirmado,valid,
semantic__insertion__17031,17031,insertion,confirmado,confirmado,valid,
semantic__insertion__17080,17080,insertion,confirmado,confirmado,valid,
semantic__insertion__17414,17414,insertion,confirmado,confirmado,valid,
semantic__insertion__17603,17603,insertion,confirmado,confirmado,valid,
semantic__insertion__18034,18034,insertion,confirmado,confirmado,valid,
semantic__insertion__18042,18042,insertion,confirmado,confirmado,valid,
semantic__insertion__18095,18095,insertion,confirmado,confirmado,valid,
semantic__insertion__18363,18363,insertion,confirmado,confirmado,valid,
semantic__insertion__19036,19036,insertion,confirmado,confirmado,valid,
semantic__insertion__19048,19048,insertion,confirmado,confirmado,valid,
semantic__insertion__19106,19106,insertion,confirmado,confirmado,valid,
semantic__insertion__19146,19146,insertion,confirmado,confirmado,valid,
semantic__insertion__19229,19229,insertion,confirmado,confirmado,valid,
semantic__insertion__19283,19283,insertion,confirmado,confirmado,valid,
semantic__insertion__19321,19321,insertion,confirmado,confirmado,valid,
semantic__insertion__19496,19496,insertion,confirmado,confirmado,valid,
semantic__insertion__19601,19601,insertion,confirmado,confirmado,valid,
semantic__insertion__19727,19727,insertion,confirmado,confirmado,valid,
semantic__insertion__19853,19853,insertion,confirmado,confirmado,valid,
semantic__insertion__19941,19941,insertion,confirmado,confirmado,valid,
semantic__insertion__20097,20097,insertion,confirmado,confirmado,valid,
semantic__insertion__20292,20292,insertion,confirmado,confirmado,valid,
semantic__insertion__20324,20324,insertion,confirmado,confirmado,valid,
semantic__insertion__20530,20530,insertion,confirmado,confirmado,valid,
semantic__insertion__20726,20726,insertion,confirmado,confirmado,valid,
semantic__insertion__20761,20761,insertion,confirmado,confirmado,valid,
semantic__insertion__20867,20867,insertion,confirmado,confirmado,valid,
semantic__insertion__20966,20966,insertion,confirmado,confirmado,valid,
semantic__insertion__21049,21049,insertion,confirmado,confirmado,valid,
semantic__insertion__21055,21055,insertion,confirmado,confirmado,valid,
semantic__insertion__21480,21480,insertion,confirmado,confirmado,valid,
semantic__insertion__21840,21840,insertion,confirmado,confirmado,valid,
semantic__insertion__21921,21921,insertion,confirmado,confirmado,valid,
semantic__insertion__21924,21924,insertion,confirmado,confirmado,valid,
semantic__insertion__21929,21929,insertion,confirmado,confirmado,valid,
semantic__insertion__21930,21930,insertion,confirmado,confirmado,valid,
semantic__insertion__21979,21979,insertion,confirmado,confirmado,valid,
semantic__insertion__21983,21983,insertion,confirmado,confirmado,valid,
semantic__insertion__22036,22036,insertion,confirmado,confirmado,valid,
semantic__insertion__22065,22065,insertion,confirmado,confirmado,valid,
semantic__insertion__22134,22134,insertion,confirmado,confirmado,valid,
semantic__insertion__22228,22228,insertion,confirmado,confirmado,valid,
semantic__insertion__22366,22366,insertion,confirmado,confirmado,valid,
semantic__insertion__22471,22471,insertion,confirmado,confirmado,valid,
semantic__insertion__23012,23012,insertion,confirmado,confirmado,valid,
semantic__insertion__23237,23237,insertion,confirmado,confirmado,valid,
semantic__insertion__23387,23387,insertion,confirmado,confirmado,valid,
semantic__insertion__23597,23597,insertion,confirmado,confirmado,valid,
semantic__insertion__23639,23639,insertion,confirmado,confirmado,valid,
semantic__insertion__23703,23703,insertion,confirmado,confirmado,valid,
semantic__insertion__23802,23802,insertion,confirmado,confirmado,valid,
semantic__insertion__23862,23862,insertion,confirmado,confirmado,valid,
semantic__insertion__23868,23868,insertion,confirmado,confirmado,valid,
semantic__insertion__24095,24095,insertion,confirmado,confirmado,valid,
semantic__insertion__24161,24161,insertion,confirmado,confirmado,valid,
semantic__insertion__24357,24357,insertion,confirmado,confirmado,valid,
semantic__insertion__24541,24541,insertion,confirmado,confirmado,valid,
semantic__insertion__24605,24605,insertion,confirmado,confirmado,valid,
semantic__insertion__24695,24695,insertion,confirmado,confirmado,valid,
semantic__insertion__24752,24752,insertion,confirmado,confirmado,valid,
semantic__insertion__24801,24801,insertion,confirmado,confirmado,valid,
semantic__insertion__24834,24834,insertion,confirmado,confirmado,valid,
semantic__insertion__24988,24988,insertion,confirmado,confirmado,valid,
semantic__insertion__25007,25007,insertion,confirmado,confirmado,valid,
semantic__insertion__25009,25009,insertion,confirmado,confirmado,valid,
semantic__insertion__25026,25026,insertion,confirmado,confirmado,valid,
semantic__insertion__25070,25070,insertion,confirmado,confirmado,valid,
semantic__insertion__25072,25072,insertion,confirmado,confirmado,valid,
semantic__insertion__25075,25075,insertion,confirmado,confirmado,valid,
semantic__insertion__25435,25435,insertion,confirmado,confirmado,valid,
semantic__insertion__25513,25513,insertion,confirmado,confirmado,valid,
semantic__insertion__25678,25678,insertion,confirmado,confirmado,valid,
