feature,total_rows,null_count,non_finite_count,distinct_count,minimum,maximum,mean,stddev,is_constant
gas_used_log,1442555,0,0,212119,9.952325334619427,17.304388939590766,10.864029503383968,0.9383002937807209,False
gas_used_ratio,1442555,0,0,381881,0.0007525666666666666,1.0,0.7009736344106043,0.2924533324626003,False
effective_gas_price_log,1442555,0,0,461244,19.492090023118916,30.492821916836736,21.618072618801463,1.181844277140887,False
max_fee_per_gas_log,1442555,0,0,535952,0.0,30.492821916836736,18.502775022510704,8.459832027953262,False
max_priority_fee_log,1442555,0,0,200942,0.0,30.492821916836736,15.891451949677139,8.12080701099405,False
fee_cap_utilization,1442555,0,0,558232,0.0,1.0,0.600184564202075,0.3792601796855341,False
transaction_value_log,1442555,0,0,438871,0.0,51.91634151315918,16.778598144251422,18.39987068344133,False
nonce_log,1442555,0,0,396702,0.0,17.636591818069036,6.675806640841419,5.092491101181178,False
receipt_status,1442555,0,0,2,0,1,0.9805941541223732,0.13794662813844863,False
tx_type_0,1442555,0,0,2,0,1,0.16063442988308937,0.36719355016952054,False
tx_type_1,1442555,0,0,2,0,1,0.007788264572234681,0.08790684196398295,False
tx_type_3,1442555,0,0,2,0,1,0.007286377295839673,0.08504875669852177,False
transaction_index_pct,1442555,0,0,66127,0.0,1.0,0.49999965339276475,0.2904021731266217,False
block_tx_count_log,1442555,0,0,458,0.6931471805599453,7.063903961472068,5.218179866252778,0.4001120470975029,False
sender_tx_count_block_log,1442555,0,0,85,0.6931471805599453,6.398594934535208,0.8630375060218991,0.49210216262478335,False
receiver_tx_count_block_log,1442555,0,0,147,0.6931471805599453,6.825460036255307,1.3891146324937411,1.0503629268399712,False
gas_price_rank_block,1442555,0,0,42696,0.0,1.0,0.4653298534314811,0.2854493567018472,False
hour_sin,1442555,0,0,21,-1.0,1.0,-0.040370684059144436,0.7083458936445097,False
hour_cos,1442555,0,0,22,-1.0,1.0,-0.04125291321098297,0.7035020901764252,False
weekday_sin,1442555,0,0,7,-0.9749279121818236,0.9749279121818236,0.013851238298828466,0.7139187398223883,False
weekday_cos,1442555,0,0,7,-0.9009688679024191,1.0,-0.029123995804701094,0.699485998065962,False
gas_limit_log,1442555,0,0,229597,9.952325334619427,17.381267685241625,11.38576073977346,1.2446622605467492,False
transaction_fee_paid_log,1442555,0,0,1011295,29.444367736399386,42.47167499378216,32.48207559614007,1.5145931766539318,False
