split,configuration,method,model,top_fraction,top_n,positives_in_top,precision_at_top,recall_at_top,lift_at_top
validacao_2025_pre_pectra,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.001,1443,9,0.006237006237006237,0.0007096672449140514,0.7094483939618776
validacao_2025_pre_pectra,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.005,7213,105,0.014557049771246361,0.008279451190663933,1.6558385848257604
validacao_2025_pre_pectra,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,14426,311,0.02155829751836961,0.024522945907585553,2.452218094670531
validacao_2025_pre_pectra,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,72128,861,0.011937111801242236,0.06789149976344425,1.3578252889481939
validacao_2025_pre_pectra,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.001,1443,0,0.0,0.0,0.0
validacao_2025_pre_pectra,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.005,7213,0,0.0,0.0,0.0
validacao_2025_pre_pectra,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,14426,0,0.0,0.0,0.0
validacao_2025_pre_pectra,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,72128,207,0.0028698979591836736,0.016322346633023184,0.32644580117569816
transicao_pectra_2025,a_completa,AE,AE:a_completa,0.001,424,0,0.0,0.0,0.0
transicao_pectra_2025,a_completa,AE,AE:a_completa,0.005,2119,0,0.0,0.0,0.0
transicao_pectra_2025,a_completa,AE,AE:a_completa,0.01,4238,0,0.0,0.0,0.0
transicao_pectra_2025,a_completa,AE,AE:a_completa,0.05,21188,1,4.7196526335661694e-05,0.00023391812865497077,0.004678351532976296
transicao_pectra_2025,a_completa,IF,IF:a_completa,0.001,424,1,0.0023584905660377358,0.00023391812865497077,0.23378517047335318
transicao_pectra_2025,a_completa,IF,IF:a_completa,0.005,2119,13,0.006134969325153374,0.0030409356725146198,0.6081282962006243
transicao_pectra_2025,a_completa,IF,IF:a_completa,0.01,4238,253,0.059697970740915526,0.059181286549707605,5.917556113029152
transicao_pectra_2025,a_completa,IF,IF:a_completa,0.05,21188,1984,0.0936379082499528,0.464093567251462,9.28184944142497
transicao_pectra_2025,b_completa,AE,AE:b_completa,0.001,424,0,0.0,0.0,0.0
transicao_pectra_2025,b_completa,AE,AE:b_completa,0.005,2119,3,0.001415762151958471,0.0007017543859649122,0.140337299123221
transicao_pectra_2025,b_completa,AE,AE:b_completa,0.01,4238,9,0.0021236432279377066,0.002105263157894737,0.2105059486848315
transicao_pectra_2025,b_completa,AE,AE:b_completa,0.05,21188,350,0.016518784217481593,0.08187134502923976,1.6374230365417035
transicao_pectra_2025,b_completa,IF,IF:b_completa,0.001,424,0,0.0,0.0,0.0
transicao_pectra_2025,b_completa,IF,IF:b_completa,0.005,2119,109,0.05143935818782445,0.025497076023391813,5.098921868143696
transicao_pectra_2025,b_completa,IF,IF:b_completa,0.01,4238,370,0.0873053327041057,0.08654970760233918,8.65413344593196
transicao_pectra_2025,b_completa,IF,IF:b_completa,0.05,21188,1837,0.08670001887861054,0.42970760233918126,8.594131766077455
transicao_pectra_2025,c_completa,AE,AE:c_completa,0.001,424,0,0.0,0.0,0.0
transicao_pectra_2025,c_completa,AE,AE:c_completa,0.005,2119,0,0.0,0.0,0.0
transicao_pectra_2025,c_completa,AE,AE:c_completa,0.01,4238,52,0.012269938650306749,0.012163742690058479,1.2162565924012485
transicao_pectra_2025,c_completa,AE,AE:c_completa,0.05,21188,234,0.011043987162544837,0.05473684210526316,1.0947342587164532
transicao_pectra_2025,c_completa,IF,IF:c_completa,0.001,424,0,0.0,0.0,0.0
transicao_pectra_2025,c_completa,IF,IF:c_completa,0.005,2119,197,0.09296838131193959,0.04608187134502924,9.215482642424844
transicao_pectra_2025,c_completa,IF,IF:c_completa,0.01,4238,590,0.13921661160924964,0.13801169590643275,13.799834413783396
transicao_pectra_2025,c_completa,IF,IF:c_completa,0.05,21188,2109,0.09953747404191052,0.49333333333333335,9.866643383047007
transicao_pectra_2025,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.001,424,0,0.0,0.0,0.0
transicao_pectra_2025,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.005,2119,17,0.008022652194431336,0.003976608187134503,0.7952446950315856
transicao_pectra_2025,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,4238,61,0.014393581878244455,0.014269005847953216,1.42676254108608
transicao_pectra_2025,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,21188,235,0.011091183688880499,0.05497076023391813,1.0994126102494295
transicao_pectra_2025,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.001,424,0,0.0,0.0,0.0
transicao_pectra_2025,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.005,2119,0,0.0,0.0,0.0
transicao_pectra_2025,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,4238,0,0.0,0.0,0.0
transicao_pectra_2025,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,21188,119,0.005616386633943741,0.02783625730994152,0.5567238324241791
transicao_pectra_2025,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.001,424,25,0.0589622641509434,0.005847953216374269,5.84462926183383
transicao_pectra_2025,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.005,2119,59,0.02784332232184993,0.013801169590643274,2.7599668827566792
transicao_pectra_2025,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,4238,132,0.03114676734308636,0.030877192982456142,3.0874205807108615
transicao_pectra_2025,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,21188,614,0.02897866717009628,0.14362573099415205,2.8725078412474456
transicao_pectra_2025,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.001,424,0,0.0,0.0,0.0
transicao_pectra_2025,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.005,2119,0,0.0,0.0,0.0
transicao_pectra_2025,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,4238,0,0.0,0.0,0.0
transicao_pectra_2025,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,21188,91,0.004294883896545214,0.02128654970760234,0.4257299895008429
teste_final_2025,a_completa,AE,AE:a_completa,0.001,2828,0,0.0,0.0,0.0
teste_final_2025,a_completa,AE,AE:a_completa,0.005,14139,0,0.0,0.0,0.0
teste_final_2025,a_completa,AE,AE:a_completa,0.01,28278,0,0.0,0.0,0.0
teste_final_2025,a_completa,AE,AE:a_completa,0.05,141386,0,0.0,0.0,0.0
teste_final_2025,a_completa,IF,IF:a_completa,0.001,2828,0,0.0,0.0,0.0
teste_final_2025,a_completa,IF,IF:a_completa,0.005,14139,233,0.01647924181342386,0.0047046945986875316,0.9409113018259361
teste_final_2025,a_completa,IF,IF:a_completa,0.01,28278,763,0.02698210623099229,0.015406360424028268,1.5405908225175735
teste_final_2025,a_completa,IF,IF:a_completa,0.05,141386,17416,0.1231805129220715,0.351660777385159,7.033208085986093
teste_final_2025,b_completa,AE,AE:b_completa,0.001,2828,7,0.0024752475247524753,0.0001413427561837456,0.14132861191217558
teste_final_2025,b_completa,AE,AE:b_completa,0.005,14139,52,0.0036777707051418064,0.00104997476022211,0.2099887883903377
teste_final_2025,b_completa,AE,AE:b_completa,0.01,28278,356,0.01258929202913926,0.0071882887430590615,0.7188077756438482
teste_final_2025,b_completa,AE,AE:b_completa,0.05,141386,8252,0.05836504321502836,0.16662291771832408,3.3324548188767364
teste_final_2025,b_completa,IF,IF:b_completa,0.001,2828,285,0.10077793493635077,0.005754669358909641,5.75409348499572
teste_final_2025,b_completa,IF,IF:b_completa,0.005,14139,6119,0.4327745950915906,0.1235537607269056,24.710026849239927
teste_final_2025,b_completa,IF,IF:b_completa,0.01,28278,11636,0.4114859608175967,0.2349520444220091,23.49451482413432
teste_final_2025,b_completa,IF,IF:b_completa,0.05,141386,33005,0.23343895435191603,0.6664310954063605,13.32860776745355
teste_final_2025,c_completa,AE,AE:c_completa,0.001,2828,0,0.0,0.0,0.0
teste_final_2025,c_completa,AE,AE:c_completa,0.005,14139,1019,0.07207016054883655,0.020575466935890963,4.114972603264502
teste_final_2025,c_completa,AE,AE:c_completa,0.01,28278,4032,0.14258434118395927,0.08141342756183746,8.14110379605617
teste_final_2025,c_completa,AE,AE:c_completa,0.05,141386,15355,0.10860339779044602,0.3100454316002019,6.200902053302507
teste_final_2025,c_completa,IF,IF:c_completa,0.001,2828,570,0.20155586987270155,0.011509338717819282,11.50818696999144
teste_final_2025,c_completa,IF,IF:c_completa,0.005,14139,7344,0.5194143857415658,0.1482887430590611,29.656878114204613
teste_final_2025,c_completa,IF,IF:c_completa,0.01,28278,13497,0.4772968385317208,0.27252902574457344,27.252102662542192
teste_final_2025,c_completa,IF,IF:c_completa,0.05,141386,33828,0.2392598984340741,0.6830489651691065,13.660964810102065
teste_final_2025,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.001,2828,126,0.04455445544554455,0.0025441696113074207,2.5439150144191602
teste_final_2025,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.005,14139,6749,0.4773322017115779,0.13627460878344272,27.254121785507483
teste_final_2025,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,28278,14327,0.5066482778131409,0.2892882382635033,28.927974723734305
teste_final_2025,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,141386,19410,0.137283748037288,0.3919232710752145,7.8384571054771515
teste_final_2025,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.001,2828,0,0.0,0.0,0.0
