split,configuration,method,model,threshold,tn,fp,fn,tp,precision,recall_sensitivity,specificity,npv,f1,balanced_accuracy,mcc,false_positive_rate,predicted_positive_rate
transicao_pectra_2025,b_completa,AE,AE:b_completa,q999,418659,825,4275,0,0.0,0.0,0.9980332980518923,0.9898920398927492,0.0,0.49901664902594617,-0.0044586258908238495,0.001966701948107663,0.001946861305600589
transicao_pectra_2025,b_completa,IF,IF:b_completa,q990,416532,2952,4049,226,0.0711139081183134,0.05286549707602339,0.9929627828474984,0.9903728413789495,0.0606467194418355,0.522914139961761,0.05308325505795617,0.007037217152501607,0.007499545732362027
transicao_pectra_2025,b_completa,IF,IF:b_completa,q995,417845,1639,4190,85,0.049303944315545245,0.019883040935672516,0.9960928187964261,0.9900719134668926,0.02833805634272379,0.5079879298660493,0.02508113196734329,0.003907181203573917,0.004068350170733837
transicao_pectra_2025,b_completa,IF,IF:b_completa,q999,418322,1162,4273,2,0.001718213058419244,0.00046783625730994154,0.9972299301046047,0.989888664087365,0.0007354293068578782,0.4988488831809573,-0.004395785454677985,0.0027700698953952996,0.002746844314811013
transicao_pectra_2025,c_completa,AE,AE:c_completa,q990,415796,3688,4238,37,0.009932885906040268,0.008654970760233919,0.9912082463216714,0.989910340591476,0.00925,0.49993160854095264,-0.00014643748546618984,0.008791753678328629,0.008790373773772356
transicao_pectra_2025,c_completa,AE,AE:c_completa,q995,417178,2306,4275,0,0.0,0.0,0.9945027700698954,0.9898565201813725,0.0,0.4972513850349477,-0.0074673315752262475,0.005497229930104597,0.005441772328139343
transicao_pectra_2025,c_completa,AE,AE:c_completa,q999,418409,1075,4275,0,0.0,0.0,0.9974373277645869,0.989886061454893,0.0,0.49871866388229347,-0.005091042083917529,0.002562672235413066,0.0025368192769947067
transicao_pectra_2025,c_completa,IF,IF:c_completa,q990,416227,3257,3765,510,0.13538624900451288,0.11929824561403508,0.9922356990969858,0.9910355435341626,0.12683412086545634,0.5557669723555104,0.11874477343983095,0.007764300903014165,0.008889486712966568
transicao_pectra_2025,c_completa,IF,IF:c_completa,q995,417458,2026,4044,231,0.1023482498892335,0.05403508771929825,0.9951702567916774,0.9904057394745458,0.07072872014696877,0.5246026722554878,0.0675573238177189,0.004829743208322634,0.005326140565746096
transicao_pectra_2025,c_completa,IF,IF:c_completa,q999,418287,1197,4229,46,0.03700724054706356,0.010760233918128656,0.997146494264382,0.9899909115867801,0.01667270750271838,0.5039533640912554,0.014610511638966343,0.002853505735618045,0.002933271033771554
transicao_pectra_2025,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q990,416606,2878,4228,47,0.016068376068376067,0.010994152046783626,0.9931391900525407,0.9899532832423236,0.013055555555555555,0.5020666710496622,0.004988945573636115,0.006860809947459301,0.006902508265311179
transicao_pectra_2025,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q995,417727,1757,4275,0,0.0,0.0,0.9958115208208179,0.9898697162572689,0.0,0.49790576041040896,-0.006513868476998554,0.004188479179182081,0.00414622462295786
transicao_pectra_2025,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q999,418253,1231,4275,0,0.0,0.0,0.9970654423053085,0.989882327325053,0.0,0.49853272115265423,-0.005448935143735549,0.002934557694691531,0.0029049530511446363
transicao_pectra_2025,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q990,416225,3259,4275,0,0.0,0.0,0.9922309313346874,0.989833531510107,0.0,0.4961154656673437,-0.008887293839055605,0.007769068665312573,0.007690692115093721
transicao_pectra_2025,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q995,418134,1350,4275,0,0.0,0.0,0.996781760448551,0.9898794769997799,0.0,0.4983908802242755,-0.005707036656677181,0.0032182395514489537,0.0031857730455282364
transicao_pectra_2025,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q999,418597,887,4275,0,0.0,0.0,0.9978854974206406,0.989890557899317,0.0,0.4989427487103203,-0.004623466383329573,0.002114502579359412,0.0020931708825063303
