split_order,split,role,start_date,end_date,feature,matrices,transformation,rows,psi,psi_level,ks_approx,ks_level,drift_level,reference_median,current_median,median_shift,reference_iqr,current_iqr,iqr_ratio,reference_zero_share,current_zero_share,zero_share_delta,outside_training_range_share,outside_training_robust_fence_share,current_min,current_max,current_mean,current_std,psi_bins,ks_grid_points
2,transicao_dencun_2024,protocol_transition,2024-03-13,2024-03-31,gas_price_rank_block,B/C,passthrough,244311,0.021623312592376383,baixo,0.039361425170277076,baixo,baixo,0.45121951219512196,0.4431137724550898,-0.008105739740032147,0.507182320441989,0.5260269121813032,1.0371554586581249,0.024048184816426187,0.024337831698122474,0.00028964688169628647,0.0,0.0,0.0,1.0,0.44726821033318026,0.3030741007576047,10,99
2,transicao_dencun_2024,protocol_transition,2024-03-13,2024-03-31,hour_sin,B/C,passthrough,244311,0.0008244348015380285,baixo,0.007033889947321792,baixo,baixo,0.0,0.0,0.0,1.4142135623730954,1.4142135623730954,1.0,0.03954661675443869,0.04044025852294821,0.0008936417685095205,0.0,0.0,-1.0,1.0,-0.0151779069770969,0.7077813530033773,10,27
2,transicao_dencun_2024,protocol_transition,2024-03-13,2024-03-31,hour_cos,B/C,passthrough,244311,0.001649292933437948,baixo,0.013199942903180606,baixo,baixo,-1.8369701987210297e-16,-1.8369701987210297e-16,0.0,1.4142135623730954,1.4142135623730954,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-0.01012257483039649,0.7061988478872624,10,26
2,transicao_dencun_2024,protocol_transition,2024-03-13,2024-03-31,weekday_sin,B/C,passthrough,244311,0.033309768996540666,baixo,0.07802855378107876,baixo,baixo,0.0,0.0,0.0,1.5636629649360598,1.2157152215855882,0.7774790660436857,0.13526224162791928,0.1580444597255138,0.02278221809759451,0.0,0.0,-0.9749279121818236,0.9749279121818236,-0.09217695871653088,0.6827742978135571,10,14
2,transicao_dencun_2024,protocol_transition,2024-03-13,2024-03-31,weekday_cos,B/C,passthrough,244311,0.03357594004981736,baixo,0.03289151276909075,baixo,baixo,-0.22252093395631434,-0.22252093395631434,0.0,1.5244586697611526,1.5244586697611526,1.0,0.0,0.0,0.0,0.0,0.0,-0.9009688679024191,1.0,-0.009418326184866791,0.7247330678795967,8,10
2,transicao_dencun_2024,protocol_transition,2024-03-13,2024-03-31,gas_limit_log,C,robust_scaler_train,244311,0.03534708984794516,baixo,0.07136309066385471,baixo,baixo,0.0,-0.035657112107872146,-0.035657112107872146,1.0000000000000004,0.947519672955198,0.9475196729551976,0.00017876218089860697,0.0,-0.00017876218089860697,0.0,0.0020301992132978047,-0.5883856225469472,2.4813584064188525,-0.014335291518678973,0.48727387390453425,9,73
2,transicao_dencun_2024,protocol_transition,2024-03-13,2024-03-31,transaction_fee_paid_log,C,robust_scaler_train,244311,4.103430745720378,alto,0.4356260532712311,alto,alto,0.0,0.6174390739794435,0.6174390739794435,1.0,0.8037550272290546,0.8037550272290546,0.0,0.0,0.0,0.0,0.016409412592965522,-0.3369851296946226,5.248801570770677,0.7174370768632097,0.5578205840822956,10,101
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,gas_used_log,A/B/C,robust_scaler_train,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,1.0,1.0,1.0,3.0831804719446146e-05,3.0831804719446146e-05,0.0,0.0,0.001447226227588548,-0.44609446388445456,3.6023888529992454,0.0927009291368806,0.5171690174474053,9,71
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,gas_used_ratio,A/B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,0.7280278820756305,0.7280278820756305,0.0,0.4706208630699257,0.4706208630699257,1.0,0.0,0.0,0.0,0.0,0.0,0.0007368421052631579,1.0,0.6960920188374768,0.28877746137582366,9,75
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,effective_gas_price_log,A/B/C,robust_scaler_train,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,1.0,1.0,1.0,1.5571618545174823e-06,1.5571618545174823e-06,0.0,0.0,0.014190104547846912,-2.5326902685112573,8.814680786190062,-0.0452634745921806,0.79358764232399,10,101
