split_order,split,role,feature,type4_rows,type4_share_split,rows,psi,psi_level,ks_approx,ks_level,drift_level,reference_median,current_median,median_shift,reference_iqr,current_iqr,iqr_ratio,reference_zero_share,current_zero_share,zero_share_delta,outside_training_range_share,outside_training_robust_fence_share,current_min,current_max,current_mean,current_std,psi_bins,ks_grid_points
7,estresse_fusaka_2025,future_stress,effective_gas_price_log,3195,0.006234608614882665,3195,9.616143048006434,alto,0.9258362179695766,alto,alto,0.0,-4.129462386947024,-4.129462386947024,1.0,1.2973061587428787,1.2973061587428787,1.5571618545174823e-06,0.0,-1.5571618545174823e-06,0.9042253521126761,0.936150234741784,-5.340141015192743,2.034628752083454,-4.004198501181088,1.0167833831960038,10,101
7,estresse_fusaka_2025,future_stress,max_fee_per_gas_log,3195,0.006234608614882665,3195,9.130405424091414,alto,0.9443483054177589,alto,alto,0.0,-3.6509748024131063,-3.6509748024131063,0.7829188343284547,1.0399821000726117,1.3283396113016646,0.1574075746581251,0.0,-0.1574075746581251,0.8823161189358373,0.9471048513302034,-4.751752476851534,1.7661901491318768,-3.4817002039198015,0.8562682168035007,10,84
7,estresse_fusaka_2025,future_stress,max_priority_fee_log,3195,0.006234608614882665,3195,2.8268185944832935,alto,0.6588105170545947,alto,alto,0.0,-1.1470706463064761,-1.1470706463064761,0.8154796764153621,5.102636442354562,6.257220860223559,0.23014571920634574,0.003129890453834116,-0.22701582875251164,0.0,0.438810641627543,-6.917596103832903,1.5242634642254231,-2.747333688666368,2.473217206978575,8,57
7,estresse_fusaka_2025,future_stress,fee_cap_utilization,3195,0.006234608614882665,3195,2.477283809383439,alto,0.38467069972074364,alto,alto,0.7413346315067423,0.8985380809805745,0.15720344947383225,0.5218538753991288,0.16191882927211243,0.3102761843979261,0.15740695179338332,0.0,-0.15740695179338332,0.0,0.0,0.0025263063,1.0,0.8461546045611505,0.16945595320373452,10,75
7,estresse_fusaka_2025,future_stress,transaction_value_log,3195,0.006234608614882665,3195,2.0836118624139393,alto,0.46640238583904237,alto,alto,0.0,0.0,0.0,1.0,0.0,0.0,0.5198260961640875,0.9862284820031298,0.46640238583904237,0.0,0.0,0.0,1.0774637245076066,0.01149956716776852,0.10350827134878386,6,50
7,estresse_fusaka_2025,future_stress,nonce_log,3195,0.006234608614882665,3195,2.7365703749241033,alto,0.4457378367272955,alto,alto,0.0,0.49528446383554336,0.49528446383554336,1.0,0.23237040043519053,0.23237040043519053,0.0005509238641282852,0.00031298904538341156,-0.00023793481874487369,0.0,0.0,-0.6629378572783498,1.1463715480921288,0.40155726330757,0.32645573633911096,10,87
7,estresse_fusaka_2025,future_stress,receipt_status,3195,0.006234608614882665,3195,0.0,baixo,0.01327817939150823,baixo,baixo,1.0,1.0,0.0,0.0,0.0,,0.01958567037374999,0.03286384976525822,0.01327817939150823,0.0,0.03286384976525822,0.0,1.0,0.9671361502347418,0.1783080711718819,2,2
7,estresse_fusaka_2025,future_stress,tx_type_0,3195,0.006234608614882665,3195,1.8329676083186568,alto,0.1515713320273936,moderado,alto,0.0,0.0,0.0,0.0,0.0,,0.8484286679726064,1.0,0.1515713320273936,0.0,0.0,0.0,0.0,0.0,0.0,3,2
7,estresse_fusaka_2025,future_stress,tx_type_1,3195,0.006234608614882665,3195,0.05063043504841681,baixo,0.005835619765989675,baixo,baixo,0.0,0.0,0.0,0.0,0.0,,0.9941643802340103,1.0,0.005835619765989675,0.0,0.0,0.0,0.0,0.0,0.0,2,2
7,estresse_fusaka_2025,future_stress,tx_type_3,3195,0.006234608614882665,3195,0.06301919320167541,baixo,0.007101592353712438,baixo,baixo,0.0,0.0,0.0,0.0,0.0,,0.9928984076462876,1.0,0.007101592353712438,0.0,0.0,0.0,0.0,0.0,0.0,2,2
