configuration,epoch,train_loss,internal_validation_loss,improved,learning_rate
a_completa,122,0.02744891312121226,0.027356936049337106,0,0.001
a_completa,123,0.027439792388584995,0.027331269827195245,1,0.001
a_completa,124,0.027418078989656224,0.02731832836074812,1,0.001
a_completa,125,0.027407170876133993,0.02740123834806973,0,0.001
a_completa,126,0.027429898720823895,0.02735934648196937,0,0.001
a_completa,127,0.027407733444345505,0.027292661444414956,1,0.001
a_completa,128,0.027391432729105457,0.027301430514098536,0,0.001
a_completa,129,0.02738332143874382,0.027282848784037732,0,0.001
a_completa,130,0.027370627725692417,0.027301913524089113,0,0.001
a_completa,131,0.027379408873060715,0.027263821059604343,1,0.001
a_completa,132,0.027350387138172994,0.027277251210584625,0,0.001
a_completa,133,0.02735406647346543,0.02725135228237301,1,0.001
a_completa,134,0.02733425566881209,0.027240763550001313,1,0.001
a_completa,135,0.027346010098859917,0.027252382524302145,0,0.001
a_completa,136,0.027335115722382158,0.0272162293382859,1,0.001
a_completa,137,0.027324385491580283,0.027250757376349247,0,0.001
a_completa,138,0.027313596683051163,0.027201338310562224,1,0.001
a_completa,139,0.027288345835873334,0.02719598516865414,0,0.001
a_completa,140,0.02728298664104158,0.02718163621338077,1,0.001
a_completa,141,0.02726479228905413,0.027161123440383905,1,0.001
a_completa,142,0.02725828344472768,0.027167261627899692,0,0.001
a_completa,143,0.027261909186947115,0.027202662894766867,0,0.001
a_completa,144,0.02723824418904542,0.027128105473507576,1,0.001
a_completa,145,0.027211126461649953,0.027122949137113807,0,0.001
a_completa,146,0.027194943764310864,0.027082740389485833,1,0.001
a_completa,147,0.02715615492973391,0.027067704983632083,1,0.001
a_completa,148,0.027126894159834,0.027025917027464475,1,0.001
a_completa,149,0.02708849892391175,0.026991485207483085,1,0.001
a_completa,150,0.02706537485833157,0.026985989708471506,0,0.001
a_completa,151,0.027023896108932008,0.026937965109306756,1,0.001
a_completa,152,0.02699185520680204,0.026900233902776894,1,0.001
a_completa,153,0.026985846305330772,0.026853482211136027,1,0.001
a_completa,154,0.026930490270518515,0.026832210243996332,1,0.001
a_completa,155,0.0269029380860671,0.026798510664079043,1,0.001
a_completa,156,0.02688304442406868,0.026770631486624938,1,0.001
a_completa,157,0.026862851521607143,0.02677620619418106,0,0.001
a_completa,158,0.026827947403043152,0.026730445961856898,1,0.001
a_completa,159,0.026804244183223396,0.026697481075770125,1,0.001
a_completa,160,0.02678818075375179,0.026731208433125642,0,0.001
a_completa,161,0.02675508662073712,0.026654651237766894,1,0.001
a_completa,162,0.026722004486930927,0.02663140516604221,1,0.001
a_completa,163,0.026704268757510086,0.02659806686542707,1,0.001
a_completa,164,0.026680820989218555,0.026699767261808515,0,0.001
a_completa,165,0.026698381843845452,0.02656380225552019,1,0.001
a_completa,166,0.026625519256796716,0.026511670624649684,1,0.001
a_completa,167,0.026594399154798987,0.026538265627803426,0,0.001
a_completa,168,0.026574491159189736,0.026478059294220976,1,0.001
a_completa,169,0.026552808348328658,0.026476314380703147,0,0.001
a_completa,170,0.02656179207835724,0.026502957194071336,0,0.001
a_completa,171,0.02653098831636586,0.026408045914735778,1,0.001
a_completa,172,0.026484332809895334,0.026422267587130295,0,0.001
a_completa,173,0.026474426460525707,0.026386911715414622,1,0.001
a_completa,174,0.02647393205428945,0.026365170465956538,1,0.001
a_completa,175,0.026448034157337003,0.02641815639576435,0,0.001
a_completa,176,0.02642576242165182,0.02631860715803126,1,0.001
a_completa,177,0.026390945848974792,0.026311182355935738,0,0.001
a_completa,178,0.02638536232066572,0.026281388672607122,1,0.001
a_completa,179,0.02635658828661001,0.026253723671460352,1,0.001
a_completa,180,0.026346260398982562,0.026269520633726073,0,0.001
a_completa,181,0.02634618086383688,0.026206779167277074,1,0.001
a_completa,182,0.026294757299431457,0.026218444106654262,0,0.001
a_completa,183,0.026317219561182274,0.026233170337736332,0,0.001
a_completa,184,0.0262863784620572,0.026185244491684488,1,0.001
a_completa,185,0.026261899260244265,0.02615436091179578,1,0.001
a_completa,186,0.02622971661031718,0.026134227321148017,1,0.001
a_completa,187,0.0262133831510009,0.026107851432544304,1,0.001
a_completa,188,0.026212810779449227,0.02610117030917524,0,0.001
a_completa,189,0.026213121553785197,0.026099751676957227,0,0.001
a_completa,190,0.026216004571058854,0.02609299798086743,1,0.001
a_completa,191,0.026175422169877897,0.026078137468933768,1,0.001
a_completa,192,0.026142395033359845,0.02603968221471953,1,0.001
a_completa,193,0.026135222341412225,0.02606009208561692,0,0.001
a_completa,194,0.026162155482132198,0.026118880031378227,0,0.001
a_completa,195,0.026109744966289344,0.026000379342168776,1,0.001
a_completa,196,0.026106920101594506,0.02600236450562091,0,0.001
a_completa,197,0.02609804460294412,0.026075588000526624,0,0.001
a_completa,198,0.026105764345519932,0.025978046526839407,1,0.001
a_completa,199,0.026072636042967844,0.025964335142841393,1,0.001
a_completa,200,0.0260625056231676,0.025963666968867236,0,0.001
b_completa,1,0.5085830497619878,0.461749316215227,1,0.001
b_completa,2,0.41757485207206135,0.36878866218346135,1,0.001
b_completa,3,0.34419745508106353,0.31999075841059377,1,0.001
b_completa,4,0.3050695502715018,0.290960823676041,1,0.001
b_completa,5,0.2826326988970415,0.2726421977141284,1,0.001
b_completa,6,0.2645053447588789,0.2550775166605873,1,0.001
b_completa,7,0.24833060503210996,0.2419807938235765,1,0.001
b_completa,8,0.23941193846465053,0.23651766444174802,1,0.001
b_completa,9,0.2344527349355998,0.23154279170755232,1,0.001
b_completa,10,0.22887859586111914,0.22449277702022763,1,0.001
b_completa,11,0.21536581118481948,0.2061839023559806,1,0.001
b_completa,12,0.20182806937156392,0.19763228949187517,1,0.001
b_completa,13,0.19537818219697764,0.1930274621501958,1,0.001
b_completa,14,0.1918815724531849,0.1903765781910909,1,0.001
b_completa,15,0.18960919567878784,0.1884304198752764,1,0.001
b_completa,16,0.1877988284192775,0.1867006138264718,1,0.001
b_completa,17,0.18609336921741793,0.18499694741600856,1,0.001
b_completa,18,0.1843379636707934,0.1832328463150854,1,0.001
b_completa,19,0.18256169569718195,0.18147027475074146,1,0.001
b_completa,20,0.18074441663335802,0.1795356500109587,1,0.001
b_completa,21,0.17851141148969368,0.17682233908713615,1,0.001
b_completa,22,0.17493617160841637,0.17215257410509016,1,0.001
b_completa,23,0.16863467690395004,0.1648798733994212,1,0.001
b_completa,24,0.1628356115275104,0.16078811347284666,1,0.001
b_completa,25,0.15962000705260415,0.1582507161515038,1,0.001
b_completa,26,0.15734469463796158,0.1562055036410137,1,0.001
b_completa,27,0.15550670225225224,0.1544780110663873,1,0.001
b_completa,28,0.15386041628184413,0.1529481353068416,1,0.001
b_completa,29,0.15239967426539483,0.15154821005416516,1,0.001
b_completa,30,0.1510921203270009,0.15028078102461678,1,0.001
b_completa,31,0.14979059809863096,0.14894463027294913,1,0.001
b_completa,32,0.14855498775240994,0.1477677936620087,1,0.001
b_completa,33,0.14739412091519744,0.1466831025455765,1,0.001
b_completa,34,0.14631620250462934,0.14565240862932385,1,0.001
b_completa,35,0.14533699341248107,0.14479364240795872,1,0.001
b_completa,36,0.14447192536731437,0.1439101446118993,1,0.001
b_completa,37,0.14369236104581512,0.14315200117461216,1,0.001
b_completa,38,0.14297553126398632,0.14247151859841553,1,0.001
b_completa,39,0.14235054851498302,0.14186998722185687,1,0.001
b_completa,40,0.14177830839165578,0.1413541777849568,1,0.001
b_completa,41,0.14125786778774158,0.14082798187092882,1,0.001
b_completa,42,0.1407714771196141,0.14031371460455316,1,0.001
b_completa,43,0.14027939741900444,0.1398329653908743,1,0.001
b_completa,44,0.13980867315196938,0.13941770026374825,1,0.001
b_completa,45,0.13936965452956146,0.1390044690893671,1,0.001
b_completa,46,0.13895084862485058,0.13851069159350962,1,0.001
b_completa,47,0.1385099003452395,0.138124649117001,1,0.001
b_completa,48,0.1380794658246587,0.13767436187852783,1,0.001
b_completa,49,0.13767340096146474,0.13732377055173783,1,0.001
b_completa,50,0.13731323388927116,0.13700957325038965,1,0.001
b_completa,51,0.13698220452490462,0.13659588482628715,1,0.001
b_completa,52,0.13664054092828126,0.13635015143799376,1,0.001
b_completa,53,0.1363337150791394,0.13599856935125856,1,0.001
b_completa,54,0.13603795484549108,0.13573788722007674,1,0.001
b_completa,55,0.1357744366547843,0.1354626205572242,1,0.001
b_completa,56,0.1355159993145061,0.13522283464709442,1,0.001
b_completa,57,0.1352457844232919,0.13498659490722795,1,0.001
b_completa,58,0.13501392374577995,0.13474528812123276,1,0.001
b_completa,59,0.13479992559716678,0.13458618213881757,1,0.001
b_completa,60,0.1345962133785756,0.13436331307802235,1,0.001
b_completa,61,0.13440211227157417,0.13416079472051223,1,0.001
b_completa,62,0.1342174406769343,0.13400085978269954,1,0.001
b_completa,63,0.13405608865205887,0.13386323983801032,1,0.001
b_completa,64,0.13391526980478388,0.13367648017148367,1,0.001
b_completa,65,0.13373627678150496,0.13354388297280956,1,0.001
b_completa,66,0.13360625169705348,0.13340668805288622,1,0.001
b_completa,67,0.13347380998267505,0.13322458690222289,1,0.001
b_completa,68,0.13331704257076177,0.1331695014284709,1,0.001
b_completa,69,0.1332083262670117,0.13298544769419135,1,0.001
b_completa,70,0.13306830023391444,0.1329061413272788,1,0.001
b_completa,71,0.13293759853073664,0.13273926115874457,1,0.001
b_completa,72,0.13282149002362495,0.1326137198414169,1,0.001
b_completa,73,0.13269531030956896,0.13250259519583607,1,0.001
b_completa,74,0.13258497668673036,0.1324348080933027,1,0.001
b_completa,75,0.1324859094813256,0.13227611058184466,1,0.001
b_completa,76,0.13236783418345893,0.13215510470816882,1,0.001
b_completa,77,0.13225770547482768,0.13206472999718868,1,0.001
b_completa,78,0.13213895766472145,0.13193644156656384,1,0.001
b_completa,79,0.13200831954149791,0.13189192156063848,1,0.001
b_completa,80,0.13189528002417722,0.13171067816994367,1,0.001
b_completa,81,0.13179465442424898,0.13160987705953012,1,0.001
b_completa,82,0.13168620723570018,0.13154487245580085,1,0.001
b_completa,83,0.1315913633915715,0.13142510864018064,1,0.001
b_completa,84,0.13147763961515713,0.13127192965631687,1,0.001
b_completa,85,0.13134467950069206,0.13119247517470123,1,0.001
b_completa,86,0.13123621509153757,0.13106472992343898,1,0.001
b_completa,87,0.13113611020950072,0.13096539940695626,1,0.001
b_completa,88,0.13103257729955617,0.13084827245858494,1,0.001
b_completa,89,0.13091102524234255,0.13074127282579026,1,0.001
b_completa,90,0.1307941114762939,0.13066442456203345,1,0.001
b_completa,91,0.13068261321231922,0.1305422144764029,1,0.001
b_completa,92,0.1305666432342891,0.1304091974268374,1,0.001
b_completa,93,0.13043067341842418,0.1303238584197388,1,0.001
b_completa,94,0.1302922303389662,0.13017242051198313,1,0.001
b_completa,95,0.13017191156297372,0.13003757703564245,1,0.001
b_completa,96,0.1300790355761833,0.1298836810698387,1,0.001
b_completa,97,0.12991898043503194,0.1297825605786607,1,0.001
b_completa,98,0.12977555093590665,0.12959536072637398,1,0.001
b_completa,99,0.12963081486593833,0.12942827776678026,1,0.001
b_completa,100,0.1294874335600905,0.1292879407638026,1,0.001
b_completa,101,0.12932580590099008,0.12916414586848837,1,0.001
b_completa,102,0.12918511621367426,0.12901690354521445,1,0.001
b_completa,103,0.12905597412325112,0.12892857808083677,1,0.001
b_completa,104,0.12892910292467494,0.1287945127096584,1,0.001
b_completa,105,0.12883592762987142,0.12864918217807367,1,0.001
b_completa,106,0.1286867906206256,0.1284950891254245,1,0.001
b_completa,107,0.12861149248871165,0.12844723697191268,1,0.001
b_completa,108,0.1284878112865761,0.12828124994407394,1,0.001
b_completa,109,0.12836355784893433,0.12823896077368713,1,0.001
b_completa,110,0.1282481901370142,0.12806778025696486,1,0.001
b_completa,111,0.1281482132446077,0.12799687581250144,1,0.001
b_completa,112,0.12805476871571328,0.12785987273909413,1,0.001
b_completa,113,0.128009510483226,0.1281338696414872,0,0.001
b_completa,114,0.1279476592202234,0.12770006690394856,1,0.001
b_completa,115,0.12778631613275596,0.1276930710009628,0,0.001
b_completa,116,0.12771108859639596,0.12755006859073173,1,0.001
b_completa,117,0.12762019647059708,0.12745664135434812,1,0.001
b_completa,118,0.12753375021719673,0.12751722573623664,0,0.001
b_completa,119,0.12746160661568484,0.1272500955878944,1,0.001
b_completa,120,0.12735629244722552,0.12721177420166574,1,0.001
b_completa,121,0.12726243255981126,0.12709550255976917,1,0.001
b_completa,122,0.12718302299783804,0.12700393122860837,1,0.001
b_completa,123,0.12709395085822364,0.12694306923191978,1,0.001
b_completa,124,0.12706886230705053,0.1268989019125343,1,0.001
b_completa,125,0.12697268560123792,0.1267946573715671,1,0.001
b_completa,126,0.12689734392292773,0.12677173746723033,1,0.001
b_completa,127,0.12678914288085935,0.12661692993119625,1,0.001
b_completa,128,0.1267158401533322,0.12654468644065603,1,0.001
b_completa,129,0.1266184625690032,0.12646999150975796,1,0.001
b_completa,130,0.12654808855174807,0.1264280767986554,1,0.001
b_completa,131,0.12647743665655978,0.12624757614186294,1,0.001
b_completa,132,0.1263834832445797,0.12632908971955753,0,0.001
b_completa,133,0.1263015971668081,0.12610758612951792,1,0.001
b_completa,134,0.12619631369027864,0.1260501469698879,1,0.001
b_completa,135,0.12612695146974384,0.12594167387325828,1,0.001
b_completa,136,0.1260710128363944,0.12585433745090682,1,0.001
b_completa,137,0.12596247870807775,0.12580013280306948,1,0.001
b_completa,138,0.12591617292183363,0.12578273600584325,1,0.001
b_completa,139,0.12584776953156626,0.12565314562778757,1,0.001
b_completa,140,0.12573822907567106,0.12558952251354946,1,0.001
b_completa,141,0.125680052857039,0.12564961086117252,0,0.001
b_completa,142,0.12567944426019415,0.1254949621850435,1,0.001
b_completa,143,0.12555639070104346,0.1254206542145348,1,0.001
b_completa,144,0.12548510978732955,0.12536995691800581,1,0.001
b_completa,145,0.12541675001141378,0.12523017862313754,1,0.001
b_completa,146,0.1253492199888671,0.1251470694383726,1,0.001
b_completa,147,0.12529165547819499,0.1251390912807382,0,0.001
b_completa,148,0.1252426133691412,0.12510802178424815,1,0.001
b_completa,149,0.12520092045814857,0.12505681828601936,1,0.001
b_completa,150,0.1251460050421475,0.12498307602456288,1,0.001
b_completa,151,0.12505332877245295,0.12493463146922655,1,0.001
b_completa,152,0.12502416718124557,0.12484351743642166,1,0.001
b_completa,153,0.12495423379010688,0.12477704331897825,1,0.001
b_completa,154,0.1248830868982011,0.12475993361648932,1,0.001
b_completa,155,0.1248551214634211,0.12466219198675754,1,0.001
b_completa,156,0.12480053436406884,0.12456899750388327,1,0.001
b_completa,157,0.12473525428700007,0.1245334311721012,1,0.001
b_completa,158,0.12467620753609937,0.12453205820273369,0,0.001
b_completa,159,0.12461528439945097,0.12445578510183913,1,0.001
b_completa,160,0.1245715422029874,0.12436721433184565,1,0.001
b_completa,161,0.12450494174068738,0.1243029824606893,1,0.001
b_completa,162,0.12449798292990735,0.12426012209115826,1,0.001
b_completa,163,0.12445072029483462,0.12427489142215765,0,0.001
b_completa,164,0.12440369389798872,0.1241963662699807,1,0.001
b_completa,165,0.12432320417533456,0.1241227845175266,1,0.001
b_completa,166,0.12429757332112874,0.12412392065334746,0,0.001
b_completa,167,0.12427459571884232,0.12406814467686259,1,0.001
b_completa,168,0.12420905819433077,0.12403308598767246,1,0.001
b_completa,169,0.12416045692050871,0.12399810418715057,1,0.001
b_completa,170,0.12413743394529395,0.12395198377575976,1,0.001
b_completa,171,0.12408726399669602,0.12386965182180205,1,0.001
b_completa,172,0.12405381336074577,0.1238705652214675,0,0.001
b_completa,173,0.12410459542580417,0.12385497569839034,1,0.001
b_completa,174,0.12400456743883456,0.12382060266193337,1,0.001
b_completa,175,0.12393450395672384,0.12379999007963999,1,0.001
b_completa,176,0.12389551581239591,0.12384241425680632,0,0.001
b_completa,177,0.12389799540335421,0.12368880028064068,1,0.001
b_completa,178,0.12381276869405966,0.12369095666077129,0,0.001
b_completa,179,0.12386818053167799,0.12362617484540535,1,0.001
b_completa,180,0.12377589879780379,0.12359103052316134,1,0.001
b_completa,181,0.12371663579302479,0.1235802164853317,1,0.001
b_completa,182,0.12368285045643106,0.12351173747595087,1,0.001
b_completa,183,0.1236910747378219,0.12349175979226443,1,0.001
b_completa,184,0.12363231946922495,0.12344804815654833,1,0.001
b_completa,185,0.1235945528941261,0.1234696128572229,0,0.001
b_completa,186,0.12359980163326124,0.12351977732274144,0,0.001
b_completa,187,0.1235832470392862,0.12337478641365088,1,0.001
b_completa,188,0.12351797870638766,0.12335774992615613,1,0.001
b_completa,189,0.12353375607346137,0.12332254688668595,1,0.001
b_completa,190,0.1234970077007677,0.12336666692101064,0,0.001
b_completa,191,0.12347426422177434,0.12331324558128402,0,0.001
b_completa,192,0.12341021693293443,0.12327497530387058,1,0.001
b_completa,193,0.12339640072869994,0.12320707004200693,1,0.001
b_completa,194,0.12334861767516177,0.12328540726456119,0,0.001
b_completa,195,0.12337797740366882,0.12318539303571645,1,0.001
b_completa,196,0.12329738185084883,0.12311058008252809,1,0.001
b_completa,197,0.12331141649746864,0.1231577369052811,0,0.001
b_completa,198,0.12329888679155522,0.12310405299902592,0,0.001
b_completa,199,0.1232510948417953,0.12304662497316401,1,0.001
b_completa,200,0.12322497490164382,0.12315496821911467,0,0.001
c_completa,1,0.47452189778646875,0.4257306562173429,1,0.001
c_completa,2,0.3951567255329764,0.3625333919870734,1,0.001
c_completa,3,0.33687550388242354,0.31134326933753403,1,0.001
c_completa,4,0.2970775125828759,0.2829282817570651,1,0.001
c_completa,5,0.2764065989102283,0.2697488620117629,1,0.001
c_completa,6,0.26457355729907184,0.2563024301051859,1,0.001
c_completa,7,0.24785094331584073,0.23888007229062835,1,0.001
c_completa,8,0.234142197503613,0.22911420489306328,1,0.001
c_completa,9,0.22624016379382314,0.22294369720791585,1,0.001
c_completa,10,0.2214236775358691,0.21950167836530765,1,0.001
c_completa,11,0.21867265905787184,0.21721711757007864,1,0.001
c_completa,12,0.21632270646423826,0.21464754186021115,1,0.001
c_completa,13,0.21282057424619039,0.20946617698846487,1,0.001
c_completa,14,0.20434878486184568,0.19705451197726553,1,0.001
c_completa,15,0.19204734407753113,0.18762881759348368,1,0.001
c_completa,16,0.18618260377727258,0.1845387580107322,1,0.001
c_completa,17,0.1838515248740489,0.18263281413627175,1,0.001
c_completa,18,0.18190663671076118,0.1805450369464998,1,0.001
c_completa,19,0.17965728707992878,0.17807767210849443,1,0.001
c_completa,20,0.17708164731082443,0.17575318492268008,1,0.001
c_completa,21,0.175174070530739,0.1742792966850883,1,0.001
c_completa,22,0.17391194952699984,0.17318257793506675,1,0.001
c_completa,23,0.17287842185546062,0.1721784414365758,1,0.001
c_completa,24,0.17188599963613024,0.17119203437291927,1,0.001
c_completa,25,0.17086200698176904,0.17016782561166374,1,0.001
c_completa,26,0.1697940344918745,0.1690098314846421,1,0.001
c_completa,27,0.168515355966219,0.16748865249954434,1,0.001
c_completa,28,0.1664838723445718,0.1647792124821683,1,0.001
c_completa,29,0.16307995421097285,0.16061383922001676,1,0.001
c_completa,30,0.15807307073247134,0.15489819215423875,1,0.001
c_completa,31,0.1528483208441836,0.15061984511211704,1,0.001
c_completa,32,0.14958069554438638,0.14825210432565428,1,0.001
c_completa,33,0.14774144116022808,0.14681123830817877,1,0.001
c_completa,34,0.14650733203862593,0.14574151531444682,1,0.001
c_completa,35,0.14555225707996577,0.14489511622400544,1,0.001
c_completa,36,0.1447574917322204,0.1441611893293581,1,0.001
c_completa,37,0.1440854867486573,0.14349315326007797,1,0.001
c_completa,38,0.14344925936617955,0.14304085434228977,1,0.001
c_completa,39,0.1429104144548262,0.14234540101434134,1,0.001
c_completa,40,0.14235912045574742,0.14190198165459358,1,0.001
c_completa,41,0.14186018924917168,0.14139273220237134,1,0.001
c_completa,42,0.14141360486301283,0.1409841929658786,1,0.001
c_completa,43,0.14100482347276727,0.14052846646776831,1,0.001
c_completa,44,0.1405783847953092,0.1401071077883859,1,0.001
c_completa,45,0.1401567153049338,0.13971342919282678,1,0.001
c_completa,46,0.13973440306245719,0.1392541653358506,1,0.001
c_completa,47,0.13924378753540048,0.13883216627904615,1,0.001
c_completa,48,0.13879484704982115,0.13839720720068813,1,0.001
c_completa,49,0.13829855136337013,0.13787664886455342,1,0.001
